,RECORD,BBLE,LOT,EASEMENT,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,NA_COUNT_PRE,BORO,AVG_LTFRONT,AVG_LTDEPTH,AVG_STORIES,AVG_ZIP,AVG_BLDFRONT,AVG_BLDDEPTH,NA_COUNT_POST
630941,630942,3020460055,55,,B2,1,25.0,100.0,2.5,1100000,6659,12108,1620,1620,1017.0,11205.0,,20.0,30.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
424055,424056,1014641164,1164,,R4,2,81.0,120.0,40.0,341917,23485,153863,0,0,,10021.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
859557,859558,4007200026,26,,C2,2A,25.0,100.0,3.0,725000,2180,79826,0,0,,11103.0,,25.0,76.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1013144,1013145,4031880043,43,,A5,1,18.0,100.0,2.0,575000,14698,25380,14698,15930,1015.0,11375.0,,18.0,34.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
496462,496463,4028410005,5,,B1,1,26.0,100.0,2.0,558000,13374,24468,0,0,,11378.0,,18.0,38.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
549157,549158,4037890004,4,,B2,1,25.0,100.0,2.0,514000,10188,17002,1620,1620,1017.0,11379.0,,20.0,48.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
312308,312309,1016170031,31,,V9,4,38.0,100.0,19.0,632611,284675,284675,0,0,,10029.0,,70.0,102.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
728090,728091,4072660044,44,,A1,1,42.0,102.0,2.0,792000,20910,37132,1620,1620,1017.0,11423.0,,27.0,27.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
289316,289317,3002420031,31,,D3,2,29.0,100.0,6.0,538000,85500,242100,0,0,,11201.0,,30.0,88.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
269734,269735,3023250023,23,,V1,4,25.0,100.0,3.0,115000,51750,51750,0,0,,11211.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1033071,1033072,2035310140,140,,B2,1,30.0,92.0,3.0,451000,14748,25099,1620,1620,1017.0,10473.0,,20.0,38.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
694861,694862,4005350002,2,,B1,1,25.0,151.0,2.0,710000,14633,23720,1620,1620,1017.0,11102.0,,21.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
21578,21579,1015991057,1057,,R4,2,81.0,120.0,8.0,127686,2339,57459,604,55724,5114.0,10026.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
579835,579836,4029230125,125,,A5,1,18.0,85.0,2.0,488000,15028,25376,1620,1620,1017.0,11379.0,,18.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
141156,141157,2028770381,381,,A5,1,37.0,66.0,2.0,384000,6143,10346,1620,1620,1017.0,10453.0,,29.0,25.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
490103,490104,2046770026,26,,C0,1,20.0,114.0,3.0,601000,16677,27842,1620,1620,1017.0,10467.0,,20.0,60.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
249724,249725,4017370038,38,,V1,4,25.0,106.0,3.0,368000,165600,165600,0,0,,11368.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
766430,766431,4072150036,36,,B1,1,46.0,74.0,2.0,611000,18821,33823,1620,1620,1017.0,11366.0,,22.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
741912,741913,2025110095,95,,G7,4,39.0,74.0,4.0,83500,37575,37575,0,0,,10464.0,,33.0,52.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
8875,8876,4140640017,17,,A2,1,40.0,100.0,1.0,608000,21900,36480,1620,1620,1017.0,11414.0,,27.0,55.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
117508,117509,3077100073,73,,A9,1,18.0,100.0,2.0,419000,11808,20030,1620,1620,1017.0,11234.0,,14.0,34.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
452927,452928,4010740132,132,,B2,1,40.0,100.0,2.0,654000,18760,28800,1620,1620,1017.0,11369.0,,24.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
867607,867608,5023770075,75,,B9,1,25.0,100.0,2.0,376000,12765,21427,0,0,,10314.0,,17.0,49.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
285014,285015,5001200029,29,,A1,1,30.0,100.0,1.7,384000,8847,16819,1620,1620,1017.0,10301.0,,22.0,24.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
700333,700334,3086020001,1,,A1,1,50.0,110.0,2.0,1320000,30750,55987,1620,1620,1017.0,11234.0,,30.0,44.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
176549,176550,5000630062,62,,A1,1,62.0,115.0,3.0,400000,10150,18454,10150,14967,1010.0,10301.0,,43.0,31.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
109533,109534,4131960114,114,,A1,1,31.0,100.0,2.0,364000,9457,17126,1620,1620,1017.0,11413.0,,20.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
678520,678521,5003170074,74,,A1,1,33.0,100.0,2.5,391000,12032,19047,2620,6620,1010.0,10310.0,,22.0,31.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
413055,413056,3082590023,23,,B2,1,23.0,100.0,2.0,455000,8718,15199,0,0,,11236.0,,20.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
277365,277366,2026120053,53,,C1,2,77.0,161.0,5.0,590000,50400,265500,0,0,,10456.0,,77.0,111.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
794007,794008,5020150154,154,,A5,1,25.0,110.0,2.0,389000,14940,23340,14940,15041,1010.0,10314.0,,15.0,40.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
91126,91127,3000311008,1008,,R1,2C,33.0,101.0,3.0,300051,2822,66323,0,0,,11201.0,,25.0,52.0,9,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
317731,317732,3057440016,16,,C3,2A,25.0,100.0,2.0,833000,33306,60576,2090,2090,1017.0,11219.0,,21.0,77.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
412277,412278,4001591115,1115,,R4,2,41.0,104.0,6.0,35365,3808,15914,0,0,,11104.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
928772,928773,4045560006,6,,A2,1,40.0,100.0,1.0,574000,20389,32240,1620,1620,1017.0,11357.0,,27.0,47.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
177500,177501,4011270117,117,,B1,1,23.0,100.0,2.0,562000,21098,31452,1620,1620,1017.0,11370.0,,23.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
159448,159449,5001190017,17,,A2,1,62.0,98.0,1.0,362000,9732,15384,5466,5466,1010.0,10301.0,,22.0,32.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
368584,368585,3052980047,47,,S2,1,19.0,80.0,3.0,411000,13144,23904,0,0,,11218.0,,19.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1004707,1004708,4036630044,44,,B2,1,24.0,100.0,2.0,487000,14201,23286,1620,1620,1017.0,11385.0,,20.0,52.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
149889,149890,5032250019,19,,A1,1,40.0,100.0,2.0,691000,25140,41460,1620,1620,1017.0,10305.0,,59.0,22.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
159362,159363,5010640038,38,,A1,1,30.0,100.0,2.5,302000,10316,16311,1620,1620,1017.0,10302.0,,16.0,26.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
284970,284971,3053970064,64,,B2,1,32.0,100.0,2.5,626000,19338,26374,1620,1620,1017.0,11218.0,,21.0,36.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
985036,985037,2033270075,75,,C7,2,50.0,100.0,5.0,486000,29745,218700,0,0,,10467.0,,50.0,90.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
93616,93617,3015010057,57,,B3,1,17.0,100.0,2.0,519000,9859,15094,0,0,,11233.0,,17.0,42.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1036980,1036981,5046310007,7,,A5,1,25.0,95.0,2.0,342000,11085,18403,1620,1620,1017.0,10308.0,,15.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
33496,33497,2031680059,59,,M1,4,50.0,109.0,2.0,274000,42255,123300,42255,123300,1021.0,10468.0,X5,30.0,51.0,2,2,49.0,107.0,4.0,10464.0,33.0,52.0,1
363921,363922,5033610186,186,,A2,1,40.0,105.0,1.0,407000,16140,24420,0,0,,10305.0,,27.0,40.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
782270,782271,4040191005,1005,,R3,1A,41.0,104.0,1.0,312886,1800,10479,0,0,,11356.0,,26.0,44.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
193081,193082,4095410013,13,,B2,1,20.0,77.0,2.0,451000,11447,20817,1620,1620,1017.0,11417.0,,16.0,53.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
861564,861565,2029480012,12,,B2,1,22.0,96.0,2.0,346000,4522,8023,0,0,,10457.0,,19.0,50.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
48530,48531,4008350072,72,,B1,1,18.0,65.0,2.0,596000,16604,23451,1620,1620,1017.0,11105.0,,18.0,48.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
919047,919048,2039373801,3801,,R4,2,49.0,107.0,9.0,21977,2087,9890,0,3022,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
16767,16768,3074130004,4,,D1,2,220.0,160.0,6.0,3770000,652500,1696500,0,0,,11235.0,,216.0,134.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
741486,741487,4119390134,134,,B3,1,26.0,100.0,2.5,492000,10834,18573,0,0,,11435.0,,18.0,42.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
940696,940697,4070470019,19,,A5,1,20.0,120.0,2.0,446000,12553,20736,1620,1620,1017.0,11432.0,,20.0,34.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
538467,538468,4018390015,15,,C0,1,18.0,100.0,3.0,742000,21170,38312,0,0,,11373.0,,18.0,60.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
442995,442996,3063070030,30,,A1,1,45.0,100.0,2.0,944000,25334,46080,1620,1620,1017.0,11228.0,,30.0,41.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
865169,865170,5057240081,81,,A5,1,26.0,100.0,2.0,442000,15480,26520,1620,1620,1017.0,10312.0,,16.0,48.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
464181,464182,3034230064,64,,B2,1,20.0,100.0,2.0,493000,5778,9370,0,0,,11207.0,,20.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
74858,74859,2048790026,26,,B2,1,25.0,85.0,2.0,393000,12439,20714,0,0,,10466.0,,18.0,42.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
469079,469080,4091600235,235,,A1,1,20.0,64.0,2.7,395000,10541,16857,0,0,,11417.0,,16.0,37.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
921206,921207,3074220650,650,,B1,1,20.0,100.0,2.0,530000,14946,23932,1620,1620,1017.0,11235.0,,20.0,37.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
118394,118395,3056110007,7,,K9,4,19.0,100.0,3.0,327000,53100,147150,0,0,,11219.0,,19.0,55.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
997385,997386,2044340021,21,,B1,1,25.0,100.0,2.0,436000,12428,21002,0,0,,10467.0,,20.0,57.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
832252,832253,1008161018,1018,,R4,2,100.0,99.0,22.0,206825,11946,93071,2090,2090,1017.0,10011.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
879459,879460,3026890067,67,,C2,2A,25.0,100.0,3.0,528000,1476,51962,0,0,,11222.0,,25.0,65.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
825821,825822,3017930020,20,,B3,1,20.0,100.0,2.0,608000,7317,11320,1620,1620,1017.0,11216.0,,20.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
450108,450109,1007171160,1160,,R4,2,81.0,120.0,10.0,166338,6398,74852,2090,2090,1017.0,10011.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
903976,903977,3031870048,48,,C1,2B,25.0,100.0,4.0,901000,15146,101085,0,0,,11237.0,,25.0,78.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
627709,627710,4107490040,40,,A1,1,31.0,100.0,2.0,405000,10552,18662,1620,1620,1017.0,11428.0,,16.0,39.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
100681,100682,5054850048,48,,A9,1,23.0,100.0,2.0,377000,13320,22620,1620,1620,1017.0,10312.0,,15.0,45.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
205700,205701,1015991422,1422,,R4,2,81.0,120.0,12.0,108062,952,48628,417,48093,5114.0,10026.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
69975,69976,4096870010,10,,B3,1,20.0,100.0,2.0,405000,13526,22269,0,0,,11435.0,,20.0,34.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
278551,278552,3084790049,49,,A5,1,18.0,85.0,2.0,407000,11181,18058,1620,1620,1017.0,11234.0,,18.0,32.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
587875,587876,5057400190,190,,A5,1,20.0,26.0,3.0,292000,8673,14472,951,6750,5111.0,10312.0,,19.0,25.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
239367,239368,1012880059,59,,O4,4,40.0,100.0,30.0,4360000,1962000,1962000,0,0,,10022.0,,70.0,102.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
189120,189121,4087300015,15,,A2,1,40.0,100.0,1.0,480000,17084,28084,1620,1620,1017.0,11004.0,,25.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
492113,492114,4102870062,62,,W2,4,246.0,180.0,2.0,3710000,302850,1669500,302850,1669500,1021.0,11434.0,X5,133.0,126.0,2,4,41.0,104.0,3.0,11380.0,26.0,44.0,1
161967,161968,3062830035,35,,C3,2A,30.0,100.0,2.0,768000,34792,63168,0,0,,11214.0,,20.0,80.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1032768,1032769,2029740145,145,,A5,1,34.0,97.0,2.0,307000,9832,14797,1620,1620,1017.0,10459.0,,18.0,33.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
240299,240300,3076780059,59,,A1,1,40.0,100.0,2.5,856000,21524,34698,0,0,,11210.0,,21.0,42.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
138280,138281,3023401436,1436,,R4,2,33.0,101.0,30.0,94228,887,42403,0,0,,11211.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
298949,298950,1011987501,7501,,R0,2,20.0,102.0,5.0,0,0,0,0,0,,10024.0,,70.0,102.0,9,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
685714,685715,3084070068,68,,A9,1,20.0,100.0,2.5,377000,14322,20299,1620,1620,1017.0,11234.0,,16.0,38.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1040130,1040131,1011131371,1371,,R5,4,81.0,120.0,44.0,253033,25545,113865,0,0,,10023.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
769483,769484,1014911091,1091,,R4,2,81.0,120.0,15.0,320284,32996,144128,0,0,,10075.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
411803,411804,4017790051,51,,C3,2A,25.0,125.0,2.0,769000,31655,57548,0,0,,11368.0,,20.0,81.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1035003,1035004,2054850046,46,,A2,1,37.0,100.0,1.7,408000,12335,22467,0,0,,10465.0,,26.0,48.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
216933,216934,3055750001,1,,B1,1,20.0,100.0,2.0,741000,16386,25670,16386,16711,1010.0,11204.0,,20.0,50.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
336119,336120,4021910038,38,,A3,1,50.0,100.0,2.0,1002000,30243,50931,1620,1620,1017.0,11375.0,,32.0,33.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1002164,1002165,3025490025,25,,F9,4,50.0,95.0,1.0,268000,74700,120600,0,0,,11222.0,,50.0,70.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
385720,385721,2055460030,30,,B1,1,25.0,100.0,2.0,390000,12527,23155,0,0,,10465.0,,22.0,43.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
256393,256394,3009590030,30,,C0,1,17.0,100.0,3.0,1840000,15331,27930,0,0,,11215.0,,17.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
751436,751437,3059370036,36,,A5,1,20.0,100.0,2.0,716000,18227,29527,1620,1620,1017.0,11209.0,,20.0,37.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
237106,237107,1012580042,42,,M9,4,125.0,100.0,7.0,15200000,5310000,6840000,5310000,6840000,1021.0,10036.0,,125.0,100.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
275167,275168,1004430001,1,,G4,4,81.0,110.0,1.0,1280000,481500,576000,0,0,,10003.0,,54.0,28.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
585319,585320,4067410025,25,,B3,1,19.0,95.0,1.0,440000,14545,23616,1620,1620,1017.0,11365.0,,19.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
171125,171126,4072000008,8,,A1,1,40.0,100.0,2.0,701000,21634,37914,1620,1620,1017.0,11366.0,,23.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
405798,405799,3022130028,28,,C0,1,20.0,71.0,3.0,775000,14673,25048,1620,1620,1017.0,11211.0,,20.0,40.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
922275,922276,3054360012,12,,C0,1,40.0,100.0,3.0,1341000,25269,43837,0,0,,11219.0,,26.0,72.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
262617,262618,3023220023,23,,C1,2,75.0,99.0,5.0,1670000,49950,751500,0,0,,11211.0,,75.0,87.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
303085,303086,3031340021,21,,F9,4,40.0,100.0,3.0,690000,63450,310500,0,0,,11206.0,,35.0,95.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
256474,256475,1019431010,1010,,R4,2,81.0,120.0,6.0,104378,5724,46970,2090,43311,1017.0,10026.0,,70.0,102.0,2,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
1038859,1038860,3086360041,41,,A3,1,47.0,100.0,2.0,1516000,34951,66733,1620,1620,1017.0,11234.0,,36.0,42.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
724071,724072,2050580016,16,,C0,1,21.0,85.0,2.0,392000,11607,20044,0,0,,10466.0,,16.0,36.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
781539,781540,1005447502,7502,,R0,2,114.0,159.0,22.0,0,0,0,0,0,,10003.0,,159.0,113.0,9,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
50857,50858,3066780105,105,,A9,1,21.0,100.0,2.0,456000,11851,19096,0,0,,11223.0,,17.0,35.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
131977,131978,3005560039,39,,G9,4,20.0,100.0,1.0,252000,13950,113400,0,0,,11231.0,,20.0,93.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
868271,868272,3086380005,5,,A5,1,18.0,100.0,2.0,507000,13313,24192,1620,1620,1017.0,11234.0,,18.0,34.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
376224,376225,3070850028,28,,B3,1,20.0,100.0,2.0,549000,12461,21856,1620,1620,1017.0,11223.0,,16.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
769290,769291,4036180015,15,,B1,1,20.0,100.0,2.0,507000,14182,23270,1620,1620,1017.0,11385.0,,20.0,55.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
180071,180072,3056020027,27,,V1,4,20.0,20.0,3.0,46345,20855,20855,0,0,,11220.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
667908,667909,3018750002,2,,F9,4,40.0,100.0,6.0,1510000,23760,679500,0,0,,11205.0,,40.0,92.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
43513,43514,3060220010,10,,A1,1,20.0,100.0,2.5,824000,22790,39619,0,0,,11228.0,,18.0,65.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
202237,202238,4033670040,40,,K4,4,50.0,142.0,2.0,466000,54900,209700,5320,5320,1017.0,11385.0,,37.0,50.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
835509,835510,1013421062,1062,,R4,2,167.0,100.0,22.0,319771,53929,143897,0,0,,10017.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
796912,796913,2049990020,20,,C0,1,37.0,114.0,2.0,481000,18027,28062,1620,1620,1017.0,10466.0,,25.0,48.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
167808,167809,3068660163,163,,C0,1,22.0,96.0,2.0,637000,20966,33984,3240,3240,1017.0,11214.0,,22.0,50.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
200960,200961,3035510131,131,,B9,1,20.0,100.0,2.0,456000,5211,8397,0,0,,11212.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
962861,962862,3020180025,25,,C1,2B,20.0,100.0,3.0,227000,1679,57744,0,0,,11238.0,,20.0,40.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
309189,309190,3071790003,3,,B9,1,18.0,100.0,2.0,558000,16536,28132,1620,1620,1017.0,11223.0,,18.0,36.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
403621,403622,1002281255,1255,,R4,2,81.0,120.0,9.0,288405,26968,129782,14684,117498,5110.0,10013.0,,112.0,72.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
511955,511956,4010091013,1013,,R2,2,41.0,104.0,3.0,32990,5661,14846,0,0,,11370.0,,26.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
256655,256656,1000271063,1063,,R4,2,81.0,120.0,9.0,244754,36788,110139,0,14805,1925.0,10005.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
1022937,1022938,2041640003,3,,K1,4,53.0,57.0,1.0,285000,40500,128250,0,0,,10461.0,,53.0,57.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
236875,236876,3088151126,1126,,R5,4,33.0,101.0,3.0,3638,885,1637,0,0,,11235.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
830393,830394,4010940001,1,,G5,4,106.0,100.0,1.0,685000,112500,308250,0,0,,11370.0,,53.0,12.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
375386,375387,5024001037,1037,,R4,2,48.0,109.0,7.0,72896,7687,32803,0,0,,10314.0,,25.0,40.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
738592,738593,3055080056,56,,B2,1,19.0,100.0,2.0,661000,13283,24664,13283,17422,1010.0,11204.0,,15.0,36.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
379326,379327,3056210006,6,,C7,2,100.0,55.0,5.0,1410000,54900,634500,0,0,,11219.0,,100.0,55.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
502330,502331,5005150015,15,,A5,1,13.0,160.0,2.0,341000,8680,15336,1620,1620,1017.0,10304.0,,13.0,48.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
638147,638148,4103140079,79,,A1,1,60.0,100.0,2.5,390000,13869,20182,1620,1620,1017.0,11434.0,,36.0,25.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
714539,714540,2032060130,130,,B1,1,20.0,100.0,3.0,384000,12649,20758,1620,1620,1017.0,10453.0,,20.0,35.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
127574,127575,4038960053,53,,B3,1,24.0,100.0,2.5,505000,13958,23575,1620,1620,1017.0,11375.0,,16.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
854512,854513,4056450041,41,,A2,1,40.0,100.0,1.7,709000,14890,26131,1620,1620,1017.0,11365.0,,26.0,35.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
658556,658557,3002620026,26,,C6,2C,25.0,89.0,3.7,1700000,5742,189170,2090,2090,1017.0,11201.0,,25.0,35.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
450908,450909,3055040016,16,,A9,1,22.0,100.0,2.0,807000,16341,27190,0,6755,5111.0,11204.0,,16.0,79.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
768244,768245,2056440269,269,,A2,1,25.0,100.0,1.0,303000,9512,15090,0,0,,10464.0,,20.0,38.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
333889,333890,4154570009,9,,A2,1,25.0,100.0,1.0,251600,4298,6717,1620,1620,1017.0,11693.0,,20.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
328327,328328,1011131045,1045,,R4,2,161.0,101.0,31.0,293263,40253,131968,2090,2090,1017.0,10023.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
495246,495247,3055440072,72,,C0,1,20.0,100.0,2.0,700000,15468,30937,0,0,,11219.0,,16.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
646090,646091,2039433708,3708,,R4,2,49.0,107.0,8.0,23308,3405,10489,0,2626,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
934695,934696,3055200004,4,,A9,1,25.0,100.0,2.7,641000,14160,23886,1620,1620,1017.0,11204.0,,18.0,41.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
434208,434209,3066240051,51,,C0,1,28.0,82.0,2.0,641000,24783,36022,1620,1620,1017.0,11223.0,,21.0,60.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
233776,233777,5032480050,50,,A5,1,20.0,100.0,2.0,418000,13800,25080,1620,1620,1017.0,10305.0,,12.0,43.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
335188,335189,1000167131,7131,,R4,2,81.0,120.0,28.0,199310,17242,89690,17242,89690,6800.0,10280.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
