,merchantnum_amount_sum_3,merchantnum_amount_week_diff_sum_3,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,newmerch_30,newmerch_15,cardnum_merchantnum_30,cardnum_merchantnum_15,cardnum_zip_30,cardnum_state_30,Fraud
7023,141.33999999999997,-8744.916540380851,35.5,-734.2119166396718,0,0,9,2,8,8,0
7024,1868.64,714.0721250404922,296.72,-88.13595831983588,1,1,4,2,4,3,0
7025,195.31,-189.5459583198359,195.31,-189.5459583198359,1,1,4,3,3,1,0
7026,1146.15,761.2940416801642,1146.15,761.2940416801642,1,0,10,2,8,6,0
7027,1318.9,549.1880833603282,1318.9,549.1880833603282,1,1,2,2,2,2,0
7028,5.99,-378.8659583198359,5.99,-378.8659583198359,0,0,2,2,2,2,0
7029,135.07999999999998,-1019.4878749595076,311.65,-458.0619166396718,0,0,2,2,1,2,0
7030,15.0,-369.8559583198359,15.0,-369.8559583198359,0,0,6,5,3,1,0
7031,959.94,575.0840416801641,959.94,575.0840416801641,0,0,1,1,1,1,0
7032,98.58,-286.27595831983587,98.58,-286.27595831983587,0,0,5,1,5,5,0
7033,2563.0,1793.2880833603283,441.75,-327.9619166396718,0,0,3,2,3,3,0
7034,594.88,210.02404168016412,1317.29,168.15974657837918,3,2,11,8,9,9,0
7035,949.75,564.894041680164,949.75,564.894041680164,3,0,15,5,13,7,0
7036,145.14,-9125.972498700688,21.6,-1127.5302534216207,0,0,8,6,5,6,0
7037,7455.0,6300.432125040493,7455.0,6300.432125040493,2,1,3,2,3,2,0
7038,73.28,-311.5759583198359,1038.23,-121.27637482016856,1,1,21,14,21,11,0
7039,699.9,315.04404168016407,699.9,315.04404168016407,2,1,9,6,8,6,0
7040,679.93,295.07404168016404,679.93,295.07404168016404,0,0,4,1,4,4,0
7041,725.0,340.1440416801641,1512.5,355.4628751101618,2,2,7,6,8,4,0
7042,217.23,-167.62595831983592,217.23,-167.62595831983592,2,2,7,6,7,7,0
7043,1492.88,1108.024041680164,1492.88,1108.024041680164,2,2,7,6,8,7,0
7044,5446.199999999999,4289.162875110161,7.44,-377.4159583198359,0,0,4,3,3,3,0
7045,2503.5,964.0761667206565,634.86,250.0040416801641,0,0,9,4,7,4,0
7046,12.99,-371.8659583198359,12.99,-371.8659583198359,3,1,3,1,3,1,0
7047,2743.0,1588.4321250404926,180.0,-204.85595831983588,0,0,1,1,1,1,0
7048,1998.0,843.4321250404922,1332.0,562.2880833603282,0,0,1,1,1,1,0
7049,21.08,-363.77595831983587,121.66,-1417.2647116021176,6,4,17,5,13,6,0
7050,156.0,-228.85595831983588,1668.5,126.60691679032594,2,2,7,6,8,4,0
7051,1889.64,1504.784041680164,3388.04,2231.0028751101613,1,1,7,7,6,3,0
7052,134.65,-250.2059583198359,134.65,-250.2059583198359,2,0,9,7,9,7,0
7053,91.0,-293.8559583198359,91.0,-293.8559583198359,0,0,3,2,4,5,0
7054,78.0,-306.8559583198359,296.49,-473.2219166396718,1,1,22,7,23,15,0
7055,1274.98,-1421.480958169182,1171.07,-370.82308320967417,0,0,2,1,2,2,1
7056,427.6,-342.11191663967185,79.8,-305.0559583198359,0,0,5,4,5,4,0
7057,148.76,-9507.208457020522,94.62,-675.0919166396718,0,0,3,2,4,5,0
7058,509.08,124.22404168016406,509.08,124.22404168016406,1,0,7,2,8,6,0
7059,466.4,81.54404168016406,982.19,210.00883342999768,6,4,10,7,7,3,0
7060,4172.9,3788.0440416801644,107839.94,98571.29675122963,2,1,32,26,31,17,1
7061,430.3,45.4440416801641,479.03,-285.24429510178487,1,0,6,3,7,4,0
7062,595.0,-174.7119166396718,510.0,125.1440416801641,0,0,2,1,2,2,0
7063,1598.82,439.3136251798314,249.97,-134.8859583198359,1,0,5,3,4,3,0
7064,306.72,-78.13595831983588,391.18,-378.5319166396718,0,0,5,4,5,4,0
7065,334.0,-435.71191663967176,2332.0,1567.725704898215,0,0,7,5,8,7,0
7066,641.8499999999998,-127.86191663967185,169.2,-215.6559583198359,2,1,10,5,10,7,0
7067,1085.3,315.5880833603282,357.18,-27.675958319835896,0,0,1,1,1,1,0
7068,152.56,-9888.264415340358,25.4,-1508.5862117414565,0,0,8,6,5,6,0
7069,29.99,-354.8659583198359,29.99,-354.8659583198359,1,1,6,4,5,3,0
7070,68.48,-701.2319166396719,68.47,-316.38595831983594,0,0,5,4,5,3,0
7071,244.13,-525.5819166396718,491.3,-663.2678749595077,4,0,18,7,16,9,0
7072,5.98,-378.8759583198359,5.98,-378.8759583198359,3,1,12,4,11,7,0
7073,1763.8200000000004,994.1080833603282,270.94,-113.91595831983592,1,0,15,9,15,10,0
7074,16.4,-368.455958319836,16.4,-368.455958319836,3,3,12,6,6,1,0
7075,4916.36,4531.504041680164,112756.3,103102.80079290981,2,1,33,27,32,18,1
7076,158.96,-10266.720373660191,135.59,-2176.014999849346,0,0,10,4,8,7,0
7077,10.0,-374.8559583198359,10.0,-374.8559583198359,0,0,4,3,4,4,0
7078,2079.8,-1001.5169164890178,1843.05,298.6876668599956,1,1,21,14,21,11,0
7079,115.0,-269.8559583198359,115.0,-269.8559583198359,1,1,1,1,1,1,0
7080,325.0,-59.85595831983591,325.0,-59.85595831983591,0,0,9,6,9,5,0
7081,176.36,-208.4959583198359,248.06,-516.214295101785,5,4,12,8,10,7,0
7082,877.6800000000002,-661.7438332793437,336.56,-48.295958319835904,0,0,6,3,4,3,0
7083,167.0,-217.85595831983588,167.0,-217.85595831983588,0,0,1,1,1,1,0
7084,756.0,371.1440416801641,2713.6800000000007,1169.3176668599956,5,3,38,23,40,22,0
7085,165.66,-10644.87633198003,142.29,-2554.170958169182,0,0,10,4,8,7,0
7086,2664.0,1124.5761667206564,1332.0,562.2880833603282,1,0,6,3,6,4,0
7087,25.0,-359.8559583198359,25.0,-359.8559583198359,0,0,4,2,4,4,0
7088,14117.62,8325.525747437045,741.35,356.4940416801641,2,0,9,3,9,7,0
7089,960.0,575.144041680164,1155.73,386.01808336032815,1,1,6,4,5,3,0
7090,284.0,-100.8559583198359,284.0,-100.8559583198359,0,0,1,1,0,1,0
7091,1005.5,620.644041680164,1005.5,620.644041680164,0,0,6,5,5,4,0
7092,142.73999999999995,-1396.6838332793436,49.02,-1105.5478749595077,1,1,4,4,3,4,0
7093,9.0,-375.8559583198359,9.0,-375.8559583198359,0,0,7,4,7,4,0
7094,659.71,274.85404168016413,667.1500000000002,-102.56191663967178,0,0,4,4,3,3,0
7095,22.0,-362.8559583198359,143.66,-1780.1206699219533,6,4,18,6,14,6,0
7096,134.25,-250.60595831983588,1802.75,-123.99904152950994,2,2,8,7,9,4,0
7097,10560.36,9788.178833429996,118139.66,108101.30483458996,2,1,33,27,32,18,1
7098,1104.02,334.30808336032817,797.3,412.44404168016405,0,0,41,4,38,20,0
7099,160.04999999999995,-1764.2297915991794,66.33,-1473.0938332793435,1,1,4,4,3,4,0
7100,286.17,-98.68595831983588,2216.2,-477.79170823885147,4,4,16,9,8,3,0
7101,1285.89,901.034041680164,1285.89,901.034041680164,1,0,5,2,5,5,0
7102,129.3,-640.4119166396719,94.41,-675.3019166396717,1,1,6,4,6,5,0
7103,165.27999999999997,-2143.8557499190147,71.56,-1852.7197915991794,1,1,4,4,3,4,0
7104,1442.48,287.9121250404923,357.18,-27.675958319835896,0,0,3,2,3,2,0
7105,2315.2,1545.4880833603281,1435.3,-104.12383327934369,4,0,19,8,17,10,0
7106,45.0,-339.8559583198359,45.0,-339.8559583198359,0,0,7,6,9,4,0
7107,172.28,-11023.112290299863,101.24,-1053.3278749595077,0,0,3,2,4,5,0
7108,302.71,-82.14595831983594,626.04,-143.67191663967185,0,0,4,3,2,4,0
7109,114.5,-270.3559583198359,114.5,-270.3559583198359,0,0,1,1,0,1,0
7110,149.2,-235.6559583198359,149.2,-235.6559583198359,0,0,10,3,13,8,0
7111,80.0,-304.8559583198359,211.95,-557.7619166396719,7,3,32,20,27,19,0
7112,262.0,-2431.991708238851,96.72,-288.13595831983594,0,0,10,7,11,7,0
7113,35.0,-349.8559583198359,1422.76,653.0480833603282,2,1,7,2,7,6,0
7114,885.84,500.9840416801641,885.84,500.9840416801641,3,1,9,5,9,4,0
7115,150.97,-233.88595831983588,150.97,-233.88595831983588,4,1,10,4,10,6,0
7116,417.64,-2661.207666558687,252.36,-517.3519166396718,0,0,10,7,11,7,0
7117,156.0,-228.85595831983588,156.0,-228.85595831983588,1,1,1,1,1,1,0
7118,96.05,-288.8059583198359,96.05,-288.8059583198359,0,0,3,2,4,3,0
7119,1060.63,-93.93787495950771,95.9,-288.9559583198359,0,0,4,1,4,3,0
7120,92.48,-292.3759583198359,92.48,-292.3759583198359,1,0,24,10,21,15,0
7121,736.78,351.924041680164,736.78,351.924041680164,1,1,3,1,3,2,0
7122,192.55,-577.1619166396719,192.55,-577.1619166396719,2,0,9,7,9,7,0
7123,388.08,3.2240416801640777,3561.37,2019.476916790326,2,1,13,9,12,10,0
7124,1180.0,795.144041680164,1180.0,795.144041680164,0,0,6,2,6,6,0
7125,333.72,-435.9919166396718,75.0,-309.8559583198359,2,0,7,2,6,4,0
7126,425.0,40.144041680164094,425.0,40.144041680164094,1,1,6,3,5,3,0
7127,764.17,379.31404168016405,764.17,379.31404168016405,2,2,13,6,12,8,0
7128,287.0,-482.71191663967176,1149.0,379.2880833603281,2,0,16,5,17,13,0
7129,157.46,-997.1078749595076,28.16,-356.6959583198359,2,0,9,4,8,3,0
7130,897.6800000000002,-1026.5997915991798,20.0,-364.8559583198359,2,0,10,7,10,7,0
7131,105.2,-279.6559583198359,114.2,-655.5119166396719,0,0,8,5,8,4,0
7132,17.0,-367.8559583198359,17.0,-367.8559583198359,3,1,5,3,4,6,0
7133,2270.0,1885.1440416801638,5658.04,4116.146916790326,1,1,7,7,6,3,0
7134,88.03,-296.8259583198359,88.03,-296.8259583198359,0,0,4,4,4,4,0
7135,276.31,-493.4019166396718,2794.6800000000007,865.4617085401593,5,3,39,24,41,22,0
7136,191.97,-11388.2782486197,19.69,-365.1659583198359,1,0,4,3,4,4,0
7137,4803.26,4418.4040416801645,122942.92,112519.70887627012,2,1,34,28,33,18,1
7138,135.0,-249.85595831983588,135.0,-249.85595831983588,0,0,1,1,1,1,0
7139,1437.3,1052.444041680164,1437.3,1052.444041680164,1,0,12,8,11,8,0
7140,274.0,-110.8559583198359,274.0,-110.8559583198359,0,0,1,1,1,1,0
7141,45.0,-339.8559583198359,45.0,-339.8559583198359,0,0,3,1,6,3,0
7142,3.9,-380.955958319836,3.9,-380.955958319836,0,0,5,2,5,3,0
7143,338.0,-431.71191663967176,338.0,-431.71191663967176,1,1,12,10,11,8,0
7144,2110.25,1725.3940416801638,2110.25,1725.3940416801638,0,0,5,5,5,4,0
7145,319.97,-64.88595831983588,3114.6500000000005,800.5757502203235,5,3,40,25,42,22,0
7146,38.34,-731.3719166396718,33.96,-350.89595831983587,0,0,3,1,3,3,0
7147,31.0,-353.8559583198359,31.0,-353.8559583198359,0,0,5,1,5,4,0
7148,216.5,-168.3559583198359,216.5,-168.3559583198359,0,0,9,5,7,6,0
7149,865.0,480.1440416801641,6523.04,4596.29095847049,1,1,7,7,6,3,0
7150,439.42,-3024.283624878523,93.34,-2215.7957499190147,1,1,4,4,3,4,0
7151,10.78,-374.075958319836,10.78,-374.075958319836,1,1,1,1,1,1,0
7152,425.27,40.41404168016408,453.43,-316.2819166396718,2,0,9,5,8,3,0
7153,76.98,-307.8759583198359,1566.21,796.4980833603281,3,1,23,10,20,15,0
7154,460.1,-3388.459583198359,114.02,-2579.971708238851,1,1,4,4,3,4,0
7155,118.9,-265.9559583198359,118.9,-265.9559583198359,0,0,2,2,2,2,0
7156,300.91,-83.94595831983587,300.91,-83.94595831983587,1,1,7,7,7,5,0
7157,970.0,585.144041680164,970.0,585.144041680164,0,0,6,5,6,6,0
7158,187.93,-196.9259583198359,187.93,-196.9259583198359,0,0,6,4,6,5,0
7159,159.95,-260.1650861923684,159.95,-260.1650861923684,1,1,1,1,1,1,0
7160,1994.15,1574.0349138076315,2100.01,910.18299716796,4,3,9,8,9,6,1
7161,22.87,-397.2450861923684,125.57,-1454.051461012537,0,0,0,0,0,1,0
7162,43.5,-376.6150861923684,43.5,-376.6150861923684,4,1,25,10,22,15,0
7163,82.95,-337.1650861923684,1520.25,715.2789554877958,1,0,13,8,12,9,0
7164,350.0,-70.11508619236838,350.0,-70.11508619236838,0,0,15,8,14,9,0
7165,50.0,-370.1150861923684,50.0,-370.1150861923684,2,1,6,2,4,3,0
7166,109.0,-311.1150861923684,109.0,-311.1150861923684,0,0,5,2,5,3,0
7167,0.99,-419.12508619236837,0.99,-419.12508619236837,1,1,7,6,6,2,0
7168,1617.1,1196.9849138076315,2766.1,1576.2729971679596,2,0,17,5,18,13,0
7169,271.1,-149.0150861923684,523.46,-666.3670028320403,1,1,11,8,12,7,0
7170,85.0,-335.1150861923684,85.0,-335.1150861923684,1,1,10,8,10,9,0
7171,67.8,-352.31508619236837,1634.01,444.1829971679597,3,1,23,11,20,15,0
7172,101.0,-319.1150861923684,139.95,-665.0210445122043,1,0,8,6,8,5,0
7173,220.5,-199.61508619236838,220.5,-199.61508619236838,3,1,13,7,9,4,0
7174,108.1,-312.0150861923684,108.1,-312.0150861923684,1,1,16,11,16,9,0
7175,54.0,-366.1150861923684,54.0,-366.1150861923684,0,0,1,1,1,1,0
7176,3242.390000000001,2437.418955487796,1132.14,712.0249138076317,0,0,1,1,1,1,0
7177,222.84,-617.3901723847367,222.84,-617.3901723847367,1,1,1,1,1,1,0
7178,1598.05,408.22299716795976,1655.47,850.4989554877957,1,0,5,3,4,3,0
7179,225.0,-195.11508619236838,225.0,-195.11508619236838,2,1,6,2,6,6,0
7180,3937.25,3097.0198276152632,4043.11,2433.1679109755914,4,3,9,8,9,6,1
7181,5975.14,4714.794741422895,6081.0,4050.9428247832234,4,3,9,8,9,6,1
7182,1800.0,995.0289554877955,1248.0,827.8849138076317,1,0,4,2,4,4,0
7183,1095.0,674.8849138076316,1095.0,674.8849138076316,1,1,1,1,1,1,0
7184,865.6,-324.22700283204017,438.0,17.884913807631623,0,0,6,3,6,5,0
7185,80.0,-340.1150861923684,80.0,-340.1150861923684,0,0,5,2,4,4,0
7186,14.5,-405.6150861923684,6095.5,3645.327738590855,5,4,10,9,10,6,0
7187,151.38,-268.7350861923684,1176.38,371.4089554877957,4,2,9,4,9,6,0
7188,7880.24,6199.779655230526,8000.6,5130.3126523984865,5,4,10,9,10,6,1
7189,5045.06,4624.944913807633,127987.98,117144.65379007775,2,1,35,28,33,18,1
7190,12.95,-407.1650861923684,12.95,-407.1650861923684,4,3,16,7,13,8,0
7191,71.76,-348.3550861923684,1592.01,366.92386929542727,1,0,14,9,13,10,0
7192,650.0,229.88491380763162,650.0,229.88491380763162,0,0,3,3,3,3,0
7193,9507.06,6772.870664027955,1984.42,794.5929971679598,1,0,7,4,7,6,1
7194,665.0,244.88491380763162,3009.67,1434.9870388481236,3,1,42,23,38,12,0
7195,562.7,142.58491380763166,562.7,142.58491380763166,2,1,18,12,19,13,0
7196,184.83,-620.1410445122043,172.42000000000004,-632.5510445122043,0,0,8,2,8,5,0
7197,9968.06,7867.484569038158,10088.42,6798.017566206118,5,4,10,9,10,6,1
7198,11928.06,9407.36948284579,12048.42,8337.90248001375,5,4,10,9,10,6,1
7199,10550.45,7396.145577835588,3027.8100000000004,1417.8679109755915,1,0,7,4,7,6,1
7200,366.9,-53.2150861923684,366.9,-53.2150861923684,2,1,7,3,6,3,0
7201,1035.91,-574.0320890244086,170.31,-249.8050861923684,0,0,1,1,2,2,0
7202,150.0,-270.1150861923684,150.0,-270.1150861923684,0,0,3,1,3,2,0
7203,5540.08,4732.639705557464,22.3,-397.81508619236837,1,0,6,4,4,3,0
7204,13848.06,10907.254396653421,13968.42,9837.787393821382,5,4,10,9,10,6,1
7205,11759.63,8185.210491643218,2587.19,1782.2189554877955,1,1,5,5,5,3,1
7206,5258.32,4838.204913807631,133246.3,121982.85870388536,2,1,35,28,34,19,1
7207,148.06,-656.9110445122043,137.85,-282.2650861923684,1,0,22,7,20,10,0
7208,240.0,-180.11508619236838,319.8,-485.1710445122043,0,0,6,5,6,4,0
7209,5399.61,4979.494913807632,138645.90999999995,126962.353617693,2,1,36,29,35,19,1
7210,1700.0,1279.8849138076316,1700.0,1279.8849138076316,0,0,3,2,3,3,0
7211,1357.52,552.5489554877958,1357.52,552.5489554877958,1,0,6,3,7,4,0
7212,149.0,-271.1150861923684,229.0,-611.2301723847368,0,0,6,3,5,4,0
7213,15920.97,12560.049310461052,16041.33,11490.58230762901,5,4,10,9,10,6,1
7214,28.29,-391.8250861923684,28.29,-391.8250861923684,0,0,3,2,2,2,0
7215,152.0,-268.1150861923684,1134.19,-58.10625276237067,6,4,10,7,7,3,0
7216,67.25,-352.8650861923684,1424.77,199.68386929542737,1,0,6,3,7,4,0
7217,46.75,-373.3650861923684,46.75,-373.3650861923684,1,1,10,4,10,7,0
7218,1095.0,674.8849138076316,1267.42,42.33386929542735,0,0,9,3,8,6,0
7219,11101.98,9907.2144973073,1484.0,1063.8849138076316,1,0,8,5,8,7,0
7220,447.72,-777.3661307045727,523.15,-281.8210445122043,0,0,21,16,20,13,1
7221,6.34,-413.7750861923684,6.34,-413.7750861923684,0,0,14,10,15,11,0
7222,1640.0,1219.8849138076316,1777.85,937.6198276152633,1,0,22,7,20,10,0
7223,668.32,248.20491380763167,668.32,248.20491380763167,1,1,3,2,3,2,0
7224,652.0,231.88491380763162,652.0,231.88491380763162,0,0,15,7,16,9,0
7225,446.0,25.884913807631623,1778.0,588.1729971679597,1,0,7,3,7,4,0
7226,380.05,-40.06508619236837,942.75,102.5198276152633,2,1,19,13,20,14,0
7227,5613.450000000002,4421.1537472376285,4610.6399999999985,2648.6318305979576,2,0,14,9,13,11,0
7228,165.95,-674.2801723847368,80.95,-339.1650861923684,2,1,9,6,8,6,0
7229,1137.0700000000004,-892.987175216777,1256.89,67.06299716795968,1,1,7,4,6,4,0
7230,486.45,66.33491380763161,486.45,66.33491380763161,0,0,7,3,7,6,0
7231,13211.72,11596.83941111493,2109.74,1689.6249138076316,0,0,4,3,4,4,0
7232,1633.2900000000004,-816.8822614091454,934.22,93.9898276152633,0,0,6,3,6,5,0
7233,5109.730000000001,4269.499827615265,1419.67,614.6989554877957,0,0,4,2,4,4,0
7234,64.14,-1125.6870028320402,59.76000000000001,-745.2110445122045,0,0,3,1,3,3,0
7235,71.96,-348.1550861923684,71.96,-348.1550861923684,0,0,2,2,2,1,0
7236,5966.1,5545.9849138076315,6489.25,5264.1638692954275,0,0,22,17,21,13,1
7237,249.16,-170.95508619236838,249.16,-170.95508619236838,3,1,9,3,7,3,0
7238,376.86,-463.3701723847368,376.86,-463.3701723847368,2,1,7,3,6,3,0
7239,59.63,-360.4850861923684,59.63,-360.4850861923684,0,0,1,1,1,1,0
7240,5512.39,4287.303869295427,2270.0,1849.884913807632,1,1,2,2,2,2,0
7241,764.7299999999998,-809.952961151876,301.88,-538.3501723847368,1,1,17,12,16,9,0
7242,106.15,-313.9650861923684,721.65,-83.32104451220431,0,0,8,3,7,6,0
7243,17984.579999999998,14203.544224268684,18104.94,13134.077221436643,5,4,10,9,10,6,1
7244,61.6,-358.5150861923684,61.6,-358.5150861923684,0,0,1,1,1,1,0
7245,1140.0,719.8849138076317,1140.0,719.8849138076317,0,0,5,2,5,4,0
7246,1213.23,-781.5680473442444,484.0,-705.8270028320403,0,0,10,3,8,8,0
7247,4137.15,3717.0349138076313,142783.05999999994,130679.38853150065,2,1,37,30,36,19,1
7248,907.27,487.1549138076316,2083.65,858.5638692954273,4,2,9,4,9,6,0
7249,20019.24,15818.089138076315,20139.6,14748.622135244275,5,4,10,9,10,6,1
7250,911.61,71.37982761526325,645.6600000000002,-194.57017238473674,3,1,14,8,10,5,0
7251,169.9,-250.2150861923684,381.58,-425.8602944425347,1,0,7,4,6,4,0
7252,195.0,-225.11508619236838,195.0,-225.11508619236838,0,0,2,1,2,1,0
7253,59.26,-360.8550861923684,143.36,-664.0802944425348,0,0,6,6,6,6,0
7254,172.08,-248.0350861923684,172.08,-248.0350861923684,0,0,6,3,6,5,0
7255,285.83,-134.28508619236842,285.83,-134.28508619236842,1,1,9,5,10,9,0
7256,1111.38,691.2649138076317,1111.38,691.2649138076317,0,0,6,4,6,6,0
7257,32.45,-387.6650861923684,61.41000000000001,-3457.3067521936987,0,0,5,5,5,5,0
7258,75.0,-345.1150861923684,75.0,-345.1150861923684,0,0,3,2,3,2,0
7259,21996.08,17374.814051883946,22116.44,16305.347049051908,5,4,10,9,10,6,1
7260,150.0,-690.2301723847368,150.0,-690.2301723847368,0,0,3,2,3,2,0
7261,754.78,334.6649138076316,754.78,334.6649138076316,0,0,6,4,6,5,0
7262,732.03,311.9149138076316,732.03,311.9149138076316,0,0,3,3,3,2,0
7263,1941.4700000000007,-928.8173476015138,308.18,-111.93508619236836,0,0,7,5,7,6,0
7264,12791.83,8797.29540545085,1032.2,612.0849138076318,0,0,1,1,1,1,1
7265,125.67,-1484.2720890244086,121.29,-1103.7961307045728,0,0,3,1,3,3,0
7266,344.16,-496.0701723847368,344.16,-496.0701723847368,0,0,6,3,6,5,0
7267,109.0,-311.1150861923684,218.0,-622.2301723847368,0,0,5,2,5,3,0
7268,124.08,-296.0350861923684,124.08,-296.0350861923684,1,1,4,3,3,3,0
7269,137.48,-282.6350861923684,3147.15,1152.3519526557552,3,1,43,24,39,12,0
7270,1780.0,1359.8849138076316,1780.0,1359.8849138076316,2,1,14,7,14,8,0
7271,765.5,345.3849138076316,857.98,53.008955487795724,1,0,24,11,21,15,0
7272,64.47,-355.6450861923684,64.47,-355.6450861923684,1,0,3,1,3,1,0
7273,4399.33,3979.214913807632,147182.38999999996,134658.60344530825,2,1,38,31,37,19,1
7274,1300.0,459.76982761526324,650.0,229.88491380763162,0,0,1,1,1,1,0
7275,2856.4700000000007,-433.93243379388224,1849.22,588.8747414228949,0,0,6,3,6,5,0
7276,24032.54,18991.158965691582,24152.9,17921.691962859542,5,4,10,9,10,6,1
7277,26070.27,20608.773879499207,26190.63,19539.306876667168,5,4,10,9,10,6,1
7278,367.0,-53.11508619236838,517.0,-743.3452585771051,0,0,4,3,4,3,0
7279,927.0,506.8849138076316,927.0,506.8849138076316,1,1,8,5,8,6,0
7280,4793.46,4373.344913807632,151975.84999999995,139031.9483591159,2,1,39,32,38,19,1
7281,862.0,441.8849138076316,862.0,441.8849138076316,0,0,3,1,3,2,0
7282,529.22,-3739.454669390727,82.07000000000002,-758.1601723847368,4,3,16,8,13,8,0
7283,64.93,-355.1850861923684,64.93,-355.1850861923684,3,1,8,2,6,4,0
7284,295.0,-125.11508619236838,295.0,-125.11508619236838,1,0,4,1,4,3,0
7285,123.61,-296.50508619236837,123.61,-296.50508619236837,0,0,4,1,1,1,0
7286,45.97,-374.1450861923684,171.54000000000005,-1828.1965472049053,0,0,0,0,0,1,0
7287,19.95,-400.1650861923684,1675.42,450.33386929542735,1,0,6,4,4,3,0
7288,171.0,-249.11508619236838,171.0,-249.11508619236838,0,0,1,1,1,1,0
7289,853.8899999999999,13.659827615263168,650.65,-154.32104451220437,0,0,5,4,6,5,0
7290,4376.99,3572.018955487796,4849.64,3659.81299716796,0,0,2,2,2,2,0
7291,2180.99,-1320.4420026813862,1272.26,-689.7481694020425,0,0,2,1,2,2,1
7292,5823.35,4210.938661045261,389.9,-415.0710445122043,0,0,2,2,2,2,0
7293,10.6,-409.5150861923684,10.6,-409.5150861923684,1,1,1,1,1,1,0
7294,2482.4700000000007,-1439.0770888737545,346.49,-458.4810445122043,0,0,1,1,1,1,0
7295,205.9,-1054.445258577105,120.9,-719.3301723847368,2,1,9,6,8,6,0
7296,835.0,414.8849138076316,949.02,-2165.0867944312195,2,2,5,5,4,5,0
7297,41.06,-379.0550861923684,41.06,-379.0550861923684,0,0,1,1,1,1,0
7298,3161.71,-548.8075199862506,2154.46,473.9996552305265,0,0,6,3,6,5,0
7299,457.8,-802.5452585771053,113.64,-306.4750861923684,1,1,9,5,8,4,0
7300,249.8,-555.1710445122043,618.4,-991.5420890244086,0,0,10,4,8,8,0
7301,20.0,-400.1150861923684,20.0,-400.1150861923684,0,0,4,1,4,4,0
7302,2075.23,1655.1149138076316,2120.23,1315.2589554877957,0,0,7,5,9,4,0
7303,14609.71,10195.060319258482,2850.08,2009.8498276152634,0,0,1,1,1,1,1
7304,53.4,-366.7150861923684,53.4,-366.7150861923684,2,0,4,2,4,3,0
7305,107.4,-312.7150861923684,1885.25,624.9047414228949,1,0,22,8,20,10,0
7306,81.0,-339.1150861923684,81.0,-339.1150861923684,1,1,6,4,6,4,0
7307,578.5,158.38491380763162,968.4,-256.68613070457263,0,0,3,3,3,2,0
7308,28121.13,22239.518793306845,28241.49,21170.051790474805,5,4,10,9,10,6,1
7309,1012.58,-247.7652585771051,100.97,-319.1450861923684,0,0,3,3,3,2,0
7310,99.0,-321.1150861923684,399.91,-405.06104451220426,1,1,7,7,7,5,0
7311,77.1,-343.0150861923684,77.1,-343.0150861923684,0,0,5,3,5,4,0
7312,1950.0,689.6547414228949,650.0,229.88491380763162,0,0,4,3,4,3,0
7313,13330.679999999997,11295.68432492256,118.96,-301.1550861923684,0,0,2,1,2,2,0
7314,249.51,-590.7201723847368,249.51,-590.7201723847368,0,0,4,1,1,1,0
7315,1296.02,-384.4403447694735,929.1,-331.2452585771051,3,1,14,8,10,5,0
7316,63.6,-356.5150861923684,63.6,-356.5150861923684,4,1,16,6,11,8,0
7317,225.0,-1035.3452585771051,592.0,-1088.4603447694735,0,0,4,3,4,3,0
7318,3531.71,-598.9226061786188,2524.46,423.884569038158,0,0,6,3,6,5,0
7319,1576.21,771.2389554877957,1317.63,477.39982761526323,0,0,16,9,15,10,0
7320,370.0,-50.11508619236838,716.49,-508.5961307045728,0,0,1,1,1,1,0
7321,84.55,-335.56508619236837,128.05,-712.1801723847368,4,1,26,11,23,16,0
7322,1354.76,934.6449138076317,1354.76,934.6449138076317,0,0,2,2,2,1,0
7323,68.4,-351.7150861923684,68.4,-351.7150861923684,0,0,2,1,2,2,0
7324,223.25,-616.9801723847368,176.5,-243.61508619236838,0,0,3,1,3,3,0
7325,296.4,-123.71508619236842,296.4,-123.71508619236842,0,0,1,1,1,1,0
7326,1650.0,1229.8849138076316,1650.0,1229.8849138076316,0,0,7,4,7,6,0
7327,137.8,-667.1710445122044,73.9,-346.2150861923684,0,0,3,3,3,3,0
7328,30081.66,23779.933707114484,30202.02,22710.46670428244,5,4,10,9,10,6,1
7329,310.86,-109.25508619236835,4921.499999999999,2539.376744405589,2,0,15,10,13,11,0
7330,2500.0,2079.884913807632,9023.04,6676.175872278122,1,1,7,7,6,3,0
7331,2600.0,919.5396552305265,650.0,229.88491380763162,0,0,1,1,1,1,0
7332,4665.02,4244.904913807632,156640.86999999994,143276.8532729235,2,1,40,33,39,19,1
7333,892.5299999999999,-367.81525857710517,126.67,-678.3010445122043,0,0,5,5,5,5,0
7334,475.0,54.88491380763162,475.0,54.88491380763162,0,0,3,3,3,3,0
7335,2439.0,2018.884913807632,2864.0,2059.028955487796,2,2,7,4,6,4,0
7336,430.71,10.5949138076316,430.71,10.5949138076316,0,0,2,2,2,2,0
7337,365.7,-54.41508619236839,365.7,-54.41508619236839,0,0,1,1,1,1,0
7338,151.4,-268.7150861923684,151.4,-268.7150861923684,0,0,3,2,4,2,0
7339,87.92,-332.19508619236836,93.9,-711.0710445122043,3,0,13,4,12,7,0
7340,516.19,96.07491380763169,1039.65,-570.2920890244085,1,1,12,9,13,8,0
7341,165.6,-254.5150861923684,165.6,-254.5150861923684,1,1,3,2,3,2,0
