,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,merchantnum_amount_sum_3,cardnum_amount_month_diff_sum_3,cardnum_amount_sum_7,cardnum_amount_week_diff_max_3,merchantnum_amount_week_diff_sum_3,merchantnum_amount_month_diff_sum_3,cardnum_amount_week_diff_sum_1,merchantnum_amount_max_3,cardnum_amount_month_diff_max_3,cardnum_amount_max_3,merchantnum_amount_week_diff_max_3,merchantnum_amount_month_diff_max_3,merchantnum_amount_month_diff_sum_7,cardnum_merchantnum_30,cardnum_amount_week_diff_max_1,merchantnum_amount_sum_7,merchantnum_amount_week_diff_max_1,cardnum_amount_month_diff_sum_7,Fraud
7762,428.84,-10.339217643450636,428.84,28.463042379182127,3427.25,-10.339217643450636,-10.339217643450636,28.463042379182127,-10.339217643450636,428.84,28.463042379182127,428.84,-10.339217643450636,28.463042379182127,28.463042379182127,6,-10.339217643450636,428.84,-10.339217643450636,2226.1191271375465,0
7763,1246.38,-382.6262204754908,1908.66,-355.1278304832714,1246.38,256.5440416801641,-1509.4530838921935,-1294.355660966543,-359.9192176434506,568.06,241.02304237918213,641.4,147.94491380763156,167.6830423791821,-2840.661321933085,3,-359.9192176434506,3565.37,-46.43921764345061,-355.1278304832714,0
7764,830.93,6.8948240367134295,758.3700000000001,30.176084758364247,830.93,295.07404168016404,-540.1035214792696,-442.76087286245354,-288.1792176434506,516.19,279.5530423791821,679.93,96.07491380763169,115.8130423791822,204.02042379182154,5,-288.1792176434506,4207.79,-288.1792176434506,30.176084758364247,0
7765,10763.04,7925.142645241388,340.0,7960.401296654275,19039.0,2079.884913807632,-99.17921764345058,-60.376957620817855,1111.6415647130991,340.0,2099.623042379182,2500.0,-99.17921764345058,-60.376957620817855,-60.376957620817855,7,1210.8207823565494,340.0,-99.17921764345058,13033.345635687732,0
7766,302.99,-1434.6627391227207,108.38,-1298.5178304832714,302.99,-330.7992176434506,-330.7992176434506,-291.9969576208178,-1067.947652930352,108.38,-291.9969576208178,108.38,-330.7992176434506,-291.9969576208178,-291.9969576208178,7,-330.7992176434506,108.38,-330.7992176434506,-1298.5178304832714,0
7767,4824.87,707.5632552131993,2828.7,821.1004237918214,4824.87,1074.8849138076316,-2443.174619746308,-2376.200449070632,-1209.007652930352,804.82,1094.6230423791824,1495.0,419.9640416801642,404.4430423791822,-4915.916982899629,19,-338.7592176434506,4693.130000000001,-338.7592176434506,821.1004237918214,0
7768,4908.120000000001,3205.7263887498125,19963.72,3306.6121695167285,6365.120000000001,1531.0507823565495,14165.952910443726,14358.442593308548,2296.6123470696484,1970.23,1569.8530423791822,1970.23,1531.0507823565495,1569.8530423791822,15920.448678066914,7,1531.0507823565495,22326.48,1531.0507823565495,3962.858254275093,1
7769,945.6,121.5648240367135,132.0,144.84608475836433,1418.38,428.7440416801641,-307.1792176434506,-268.37695762081785,-307.1792176434506,132.0,413.22304237918223,813.6,-307.1792176434506,-268.37695762081785,-268.37695762081785,10,-307.1792176434506,132.0,-307.1792176434506,-583.5047881040892,0
7770,296.82,-2777.434523504154,286.26,-2505.818703345725,296.82,-373.4492176434506,-2275.4279150860066,-2116.001745724907,-2777.434523504154,91.02,-334.6469576208178,65.73,-329.0950861923684,-309.35695762081787,-2116.001745724907,4,-373.4492176434506,286.26,-373.4492176434506,-2505.818703345725,0
7771,2425.580000000001,-3762.781317935375,2152.03,-3580.0743643122682,4923.58,414.8849138076316,1292.735696164181,1351.2760847583645,-1597.6945235041544,2075.23,434.6230423791822,835.0,1655.1149138076316,1674.8530423791822,1320.5782542750928,7,85.82078235654939,3722.84,-362.3792176434506,-1882.8282795539035,0
7772,818.18,-41.114303835818994,1529.75,17.42608475836431,1154.43,294.2007823565494,-592.7586974425562,-472.13478810408935,294.2007823565494,733.38,333.00304237918215,733.38,294.2007823565494,333.00304237918215,2922.654339033457,5,294.2007823565494,6125.669999999999,294.2007823565494,-46.70087286245354,0
7773,684.46,-559.6902621556549,66.06,-516.6708728624535,1200.25,81.54404168016406,-373.1192176434506,-334.3169576208178,-373.1192176434506,66.06,66.02304237918213,466.4,-373.1192176434506,-334.3169576208178,-334.3169576208178,11,-373.1192176434506,66.06,-373.1192176434506,-401.2578304832714,0
7774,3514.56,2655.265696164181,22363.72,2713.806084758364,3521.18,1960.8207823565494,16126.773692800276,16358.065635687732,1960.8207823565494,2400.0,1999.6230423791824,2400.0,1960.8207823565494,1999.6230423791824,17920.071720446096,10,1960.8207823565494,24726.48,1960.8207823565494,2320.0491271375463,1
7775,80.0,-2039.6395624129239,14.0,-1921.8847881040888,80.0,-392.3650861923684,-845.2943038358189,-786.7539152416357,-432.1792176434506,7.0,-372.6269576208178,27.75,-413.1150861923684,-393.3769576208178,-786.7539152416357,9,-432.1792176434506,14.0,-432.1792176434506,-1921.8847881040888,0
7776,1647.81,1208.6307823565496,2250.3,1247.4330423791819,1647.81,1208.6307823565496,111.59630613599349,248.41521189591072,1208.6307823565496,1647.81,1247.4330423791819,1647.81,1208.6307823565496,1247.4330423791819,-712.5026185873606,2,1208.6307823565496,2890.890000000001,1208.6307823565496,1247.4330423791819,0
7777,3046.83,1328.241392328362,5151.21,1445.3221695167285,3046.83,1849.884913807632,-1118.1263000426252,-854.4443643122676,-121.47843528690123,919.69,1869.6230423791824,2270.0,499.5749138076317,519.3130423791822,-3458.850898141264,5,254.82078235654942,6950.95,-376.2992176434506,1445.3221695167285,0
7778,1470.61,-632.8345659914738,30.64,-531.2747881040892,2582.05,507.1049138076317,-408.5392176434506,-369.7369576208178,-832.5184352869012,30.64,526.8430423791822,927.22,-408.5392176434506,-369.7369576208178,-88.40391524163567,5,-408.5392176434506,712.35,-408.5392176434506,-620.9656609665427,0
7779,3863.41,496.7510404017891,2579.02,660.3943390334573,4707.3600000000015,1378.9807823565493,52.591212786525716,176.7582542750929,464.18312942619764,797.3,1417.7830423791822,1818.16,412.44404168016405,396.9230423791821,2050.6273814126394,25,1378.9807823565493,5654.02,254.82078235654942,703.5904237918216,0
7780,7.24,-871.1184352869012,280.38,-793.5139152416357,10.98,-435.5592176434506,-16417.61655656019,-15734.69830483271,-871.1184352869012,36.0,-396.75695762081773,3.62,-365.1659583198359,-364.3769576208178,-24803.508330111534,5,-435.5592176434506,420.2400000000002,-403.1792176434506,-1190.1508728624535,0
7781,14.09,-1303.4476529303518,284.0,-1187.0408728624534,37.35,-432.5092176434506,-16853.175774203646,-16131.455262453524,-1303.4476529303518,36.0,-393.7069576208177,6.67,-365.1659583198359,-364.3769576208178,-25200.26528773235,2,-432.5092176434506,423.8600000000001,-403.1792176434506,-3566.0426185873603,0
7782,49.5,-1248.9735214792695,330.0,-1151.6308728624535,1034.5,-403.6150861923684,-3088.1130838921936,-2873.015660966543,-845.3584352869012,132.0,-383.8769576208178,16.5,-307.1792176434506,-268.37695762081785,-5135.77740669145,3,-422.6792176434506,469.5,-307.1792176434506,-567.0078304832714,0
7783,415.02,-829.1302621556549,854.94,-786.1108728624536,1670.37,-131.65921764345063,-2492.6548281471287,-2348.075660966543,-131.65921764345063,326.44,-92.85695762081787,307.52,-93.67508619236837,-73.93695762081784,-3848.38740669145,9,-131.65921764345063,1756.89,-131.65921764345063,-331.51478810408923,0
7784,6404.410000000002,4262.837171106362,23860.01,4402.5252118959115,7861.410000000002,1531.0507823565495,17183.884475156825,17453.978678066913,3353.7231294261983,2400.0,1569.8530423791822,1970.23,1960.8207823565494,1999.6230423791824,19015.98476282528,7,1531.0507823565495,26222.77,1960.8207823565494,5058.771296654275,1
7785,1081.6799999999996,203.32156471309872,681.9,280.92608475836425,1081.6799999999996,242.72078235654936,242.72078235654936,281.52304237918213,203.32156471309872,681.9,281.52304237918213,681.9,242.72078235654936,281.52304237918213,281.52304237918213,4,242.72078235654936,681.9,242.72078235654936,280.92608475836425,0
7786,654.95,-1432.2995695700238,4.0,-1346.9347881040892,833.95,40.41404168016408,-435.1792176434506,-396.3769576208178,-1116.017652930352,4.0,24.89304237918213,425.27,-435.1792176434506,-396.3769576208178,-763.7539152416357,10,-254.24921764345058,37.0,-435.1792176434506,-1568.3117457249068,0
7787,338.6,-1783.908697442556,205.44,-1663.2847881040893,338.6,-277.4750861923684,-653.854303835819,-595.3139152416356,-1151.567652930352,142.64,-257.7369576208178,142.64,-277.4750861923684,-257.7369576208178,-595.3139152416356,8,-376.3792176434506,205.44,-376.3792176434506,-1663.2847881040893,0
7788,234.33,-1907.2428288936387,141.72,-1767.554788104089,1567.8200000000004,-297.45921764345064,-297.45921764345064,-258.6569576208178,-1547.7468705738024,141.72,-258.6569576208178,141.72,-297.45921764345064,-258.6569576208178,-258.6569576208178,11,-297.45921764345064,141.72,-297.45921764345064,-2035.572618587361,0
7789,137.34,-301.83921764345064,137.34,-263.0369576208178,137.34,-301.83921764345064,-301.83921764345064,-263.0369576208178,-301.83921764345064,137.34,-263.0369576208178,137.34,-301.83921764345064,-263.0369576208178,-263.0369576208178,2,-301.83921764345064,137.34,-301.83921764345064,-263.0369576208178,0
7790,1375.38,57.84234706964816,2247.01,174.24912713754642,1675.37,814.4007823565494,598.9396480734267,645.5021695167284,57.84234706964816,2195.2,853.2030423791821,1253.58,1756.0207823565495,1794.8230423791822,4221.4873814126395,8,814.4007823565494,7824.879999999999,1756.0207823565495,73.86216951672856,0
7791,2470.02,1610.7256961641806,170.03,1669.266084758364,4108.629999999999,1879.8749138076316,-269.1492176434506,-230.34695762081785,-269.1492176434506,170.03,1899.6130423791822,2299.99,-269.1492176434506,-230.34695762081785,-230.34695762081785,5,-269.1492176434506,170.03,-269.1492176434506,2507.1221695167287,0
7792,819.54,-937.1768705738024,819.54,-781.9678304832713,2324.34,-84.66921764345062,-937.1768705738024,-781.9678304832713,-937.1768705738024,354.51,-45.866957620817864,354.51,-84.66921764345062,-45.866957620817864,-781.9678304832713,8,-84.66921764345062,819.54,-84.66921764345062,322.4552118959107,0
7793,3379.23,-22.688087470743426,1515.68,176.21433903345726,5158.03,868.7607823565495,637.321564713099,714.9260847583644,278.38312942619757,1307.94,907.5630423791823,1307.94,868.7607823565495,907.5630423791823,1375.3521695167287,22,868.7607823565495,2976.86,868.7607823565495,-2048.755237174721,0
7794,648.4,-1400.7213066678592,1424.2,-1353.4847881040891,712.42,28.384913807631623,-3899.128744040291,-3780.7004490706317,-409.1792176434506,484.8,48.123042379182145,448.5,99.94404168016409,84.42304237918216,-5123.378279553904,11,-409.1792176434506,1683.03,-329.9792176434506,-2090.2187033457253,0
7795,1305.61,-833.0936938640062,4546.440000000001,-696.274788104089,2473.34,113.82491380763169,2808.7872608772805,2944.932169516729,-408.56843528690115,2271.6,133.5630423791822,533.94,1832.4207823565494,1871.223042379182,2944.932169516729,18,-38.009217643450604,4546.440000000001,1832.4207823565494,-1530.4295762081783,0
7796,155.68,-283.4992176434506,1176.8,-244.69695762081784,155.68,-283.4992176434506,-1311.5005243113096,-1225.4617457249071,-283.4992176434506,346.56,-244.69695762081784,155.68,-73.55508619236838,-53.81695762081785,-1757.4856609665426,3,-283.4992176434506,1445.53,-121.83921764345064,-244.69695762081784,0
7797,125.0,-314.1792176434506,125.0,-275.37695762081785,125.0,-314.1792176434506,-314.1792176434506,-275.37695762081785,-314.1792176434506,125.0,-275.37695762081785,125.0,-314.1792176434506,-275.37695762081785,-275.37695762081785,1,-314.1792176434506,125.0,-314.1792176434506,-275.37695762081785,0
7798,4384.73,2647.0772608772795,6756.03,2783.2221695167277,4743.6799999999985,1689.6249138076316,3758.032002300175,3953.391296654275,957.4523470696483,2109.74,1709.3630423791822,2109.74,1689.6249138076316,1709.3630423791822,14173.437805204461,6,1221.8207823565494,21780.6,1221.8207823565494,2741.7952118959106,0
7799,93.8,-345.3792176434506,93.8,-306.5769576208178,93.8,-345.3792176434506,-345.3792176434506,-306.5769576208178,-345.3792176434506,93.8,-306.5769576208178,93.8,-345.3792176434506,-306.5769576208178,-306.5769576208178,5,-345.3792176434506,93.8,-345.3792176434506,-306.5769576208178,0
7800,1253.4,-429.9294797991056,250.0,-348.1078304832714,1487.12,124.22404168016406,-189.17921764345058,-150.37695762081785,-234.02843528690124,250.0,108.70304237918215,509.08,-189.17921764345058,-150.37695762081785,-150.37695762081785,9,-44.84921764345063,250.0,-189.17921764345058,-514.7647881040892,0
7801,2463.45,706.7331294261975,1244.88,861.9421695167288,6324.3600000000015,779.3907823565494,-72.6576529303519,43.749127137546395,706.7331294261975,414.96,818.1930423791821,1218.57,-24.219217643450637,14.583042379182134,28.69216951672854,11,779.3907823565494,1630.2,-24.219217643450637,3121.3443390334583,0
7802,182.32,-256.85921764345056,182.32,-218.05695762081783,182.32,-256.85921764345056,-256.85921764345056,-218.05695762081783,-256.85921764345056,182.32,-218.05695762081783,182.32,-256.85921764345056,-218.05695762081783,-307.9339152416357,2,-256.85921764345056,492.82,-256.85921764345056,-218.05695762081783,0
7803,890.0,450.8207823565494,890.0,489.6230423791822,2820.0,450.8207823565494,450.8207823565494,489.6230423791822,450.8207823565494,890.0,489.6230423791822,890.0,450.8207823565494,489.6230423791822,489.6230423791822,7,450.8207823565494,890.0,450.8207823565494,2019.2460847583645,0
7804,950.0,510.8207823565494,950.0,549.6230423791822,950.0,510.8207823565494,510.8207823565494,549.6230423791822,510.8207823565494,950.0,549.6230423791822,950.0,510.8207823565494,549.6230423791822,549.6230423791822,3,510.8207823565494,950.0,510.8207823565494,549.6230423791822,0
7805,3682.12,-158.97730511419402,1479.69,78.72738141263937,5460.92,868.7607823565495,-1447.7897419547605,-1322.9487033457249,142.09391178274694,346.56,907.5630423791823,1307.94,-73.55508619236838,-53.81695762081785,-1854.9726185873608,22,868.7607823565495,1748.42,-121.83921764345064,-2146.242194795539,0
7806,516.0,-782.4735214792696,18.0,-685.1308728624535,851.95,-102.17921764345058,-806.0351759632864,-782.7539152416357,-532.3584352869011,9.0,-63.376957620817855,337.0,-375.8559583198359,-391.3769576208178,-1174.1308728624535,15,-102.17921764345058,27.0,-430.1792176434506,-1950.6887033457251,0
7807,306.19,-937.9602621556547,85.0,-894.9408728624535,324.19,-288.9159583198359,-354.1792176434506,-315.3769576208178,-354.1792176434506,85.0,-275.12695762081785,125.25,-354.1792176434506,-315.3769576208178,-315.3769576208178,8,-354.1792176434506,85.0,-354.1792176434506,-1677.6947881040894,0
7808,4021.32,-258.9565227576447,5490.41,17.550423791821515,5800.12,868.7607823565495,-1218.1055176860762,-915.6213219330856,42.11469413929632,919.69,907.5630423791823,1307.94,499.5749138076317,519.3130423791822,-3520.027855762082,22,868.7607823565495,7290.15,-99.97921764345062,-2207.419152416357,0
7809,2753.88,1436.3423470696482,25038.06,1552.7491271375463,3043.76,1131.9407823565493,17922.755257513374,18231.65172044609,1436.3423470696482,2400.0,1170.743042379182,1571.12,1960.8207823565494,1999.6230423791824,19793.65780520446,6,1131.9407823565493,27400.82,1960.8207823565494,-159.25566096654282,1
7810,36.69,-402.4892176434506,5527.0999999999985,-363.6869576208178,36.69,-402.4892176434506,-1620.5947353295264,-1279.3082795539033,-402.4892176434506,919.69,-363.6869576208178,36.69,499.5749138076317,519.3130423791822,-3883.7148133828996,2,-402.4892176434506,7326.839999999998,-99.97921764345062,-363.6869576208178,0
7811,1905.87,1081.8348240367136,4152.6,1105.1160847583642,2165.87,1463.1207823565494,1574.7170884925426,1750.3382542750928,1463.1207823565494,1902.3,1501.923042379182,1902.3,1463.1207823565494,1501.923042379182,789.4204237918212,5,1463.1207823565494,4793.190000000001,1463.1207823565494,564.3621695167285,0
7812,336.46,-102.71921764345065,582.6899999999998,-63.91695762081787,336.46,-102.71921764345065,-295.66843528690134,-218.0639152416357,-102.71921764345065,336.46,-63.91695762081787,336.46,-102.71921764345065,-63.91695762081787,-130.14087286245356,1,-102.71921764345065,1070.99,-102.71921764345065,-63.91695762081787,0
7813,103.48,-335.6992176434506,103.48,-296.8969576208178,103.48,-335.6992176434506,-335.6992176434506,-296.8969576208178,-335.6992176434506,103.48,-296.8969576208178,103.48,-335.6992176434506,-296.8969576208178,-296.8969576208178,2,-335.6992176434506,103.48,-335.6992176434506,-296.8969576208178,0
7814,1417.78,539.4215647130986,2288.99,617.0260847583643,2202.78,370.1207823565492,-1077.6689595982111,-914.0256609665428,539.4215647130986,809.3,408.9230423791821,809.3,370.1207823565492,408.9230423791821,-1446.0495762081785,9,370.1207823565492,2557.7200000000007,370.1207823565492,601.2721695167286,0
7815,416.72,-407.3151759632865,309.83,-384.03391524163567,652.6899999999998,-189.5459583198359,-568.5284352869013,-490.92391524163565,-217.76921764345062,221.41,-178.96695762081782,221.41,-217.76921764345062,-178.96695762081782,-490.92391524163565,5,-217.76921764345062,309.83,-217.76921764345062,-548.4408728624536,0
7816,108.48000000000002,-1924.446310246409,287.62,-1893.4047881040888,115.10000000000002,-293.8559583198359,-17288.734991847094,-16528.212220074343,-871.1184352869012,36.0,-309.3769576208178,91.0,-365.1659583198359,-364.3769576208178,-25597.022245353168,3,-435.5592176434506,427.48000000000013,-403.1792176434506,-2287.1617457249067,0
7817,169.52,-689.774303835819,19.52,-631.2339152416357,169.52,-270.1150861923684,-419.6592176434506,-380.8569576208178,-419.6592176434506,19.52,-250.37695762081782,150.0,-419.6592176434506,-380.8569576208178,-726.3939152416358,4,-419.6592176434506,74.36,-419.6592176434506,-631.2339152416357,0
7818,78.82,-360.3592176434506,78.82,-321.5569576208178,141.48,-360.3592176434506,-360.3592176434506,-321.5569576208178,-360.3592176434506,78.82,-321.5569576208178,78.82,-360.3592176434506,-321.5569576208178,-321.5569576208178,8,-360.3592176434506,78.82,-360.3592176434506,-659.2739152416358,0
7819,72.28,-1630.113611250188,87.28,-1529.2278304832714,103.13,-367.8559583198359,-1650.3727391227205,-1514.2278304832714,-1262.257652930352,32.0,-380.9869576208178,19.39,-388.1150861923684,-368.3769576208178,-1514.2278304832714,6,-419.7892176434506,87.28,-419.7892176434506,-1898.7547881040894,0
7820,1617.0,1177.8207823565494,1617.0,1216.6230423791824,2317.05,1177.8207823565494,1177.8207823565494,1216.6230423791824,1177.8207823565494,1617.0,1216.6230423791824,1617.0,1177.8207823565494,1216.6230423791824,1216.6230423791824,7,1177.8207823565494,1617.0,1177.8207823565494,1115.9191271375464,0
7821,715.98,276.8007823565494,715.98,315.6030423791822,715.98,276.8007823565494,276.8007823565494,315.6030423791822,276.8007823565494,715.98,315.6030423791822,715.98,276.8007823565494,315.6030423791822,315.6030423791822,2,276.8007823565494,715.98,276.8007823565494,315.6030423791822,0
7822,275.0,-164.17921764345058,275.0,-125.37695762081785,275.0,-164.17921764345058,-164.17921764345058,-125.37695762081785,-164.17921764345058,275.0,-125.37695762081785,275.0,-164.17921764345058,-125.37695762081785,-125.37695762081785,1,-164.17921764345058,275.0,-164.17921764345058,-125.37695762081785,0
7823,4383.68,1802.927953462911,2860.0,1981.4182542750927,5794.11,2060.8207823565494,1542.4623470696483,1658.8691271375465,694.9039117827471,2500.0,2099.623042379182,2500.0,2060.8207823565494,2099.623042379182,1658.8691271375465,9,2060.8207823565494,2860.0,2060.8207823565494,2190.7173814126395,0
7824,189.92,-1913.5245659914733,50.0,-1811.9647881040887,290.5,-363.77595831983587,-389.1792176434506,-350.3769576208178,-778.3584352869012,50.0,-350.3769576208178,50.0,-389.1792176434506,-350.3769576208178,-350.3769576208178,0,-389.1792176434506,50.0,-389.1792176434506,-2912.515660966543,0
7825,209.3,-229.87921764345057,209.3,-191.07695762081784,209.3,-229.87921764345057,-229.87921764345057,-191.07695762081784,-229.87921764345057,209.3,-191.07695762081784,209.3,-229.87921764345057,-191.07695762081784,-191.07695762081784,1,-229.87921764345057,209.3,-229.87921764345057,-191.07695762081784,0
7826,2935.99,-482.1230838921937,432.24,-267.02566096654283,6944.78,1219.8849138076316,-446.11843528690116,-368.5139152416357,-797.7976529303519,267.24,1239.6230423791824,1640.0,-171.93921764345058,-133.13695762081784,-368.5139152416357,25,-171.93921764345058,432.24,-171.93921764345058,1339.5025933085499,0
7827,687.19,-1839.2387872134743,32.24,-1715.071745724907,866.19,40.41404168016408,-406.9392176434506,-368.1369576208177,-1522.9568705738025,32.24,24.89304237918213,425.27,-406.9392176434506,-368.1369576208177,-368.1369576208177,11,-254.24921764345058,32.24,-406.9392176434506,-1936.4487033457249,0
7828,1024.75,200.71482403671345,75.0,223.9960847583643,1737.84,564.894041680164,-364.1792176434506,-325.3769576208178,-364.1792176434506,75.0,549.3730423791822,949.75,-364.1792176434506,-325.3769576208178,-325.3769576208178,15,-364.1792176434506,75.0,-364.1792176434506,136.33216951672864,0
7829,210.73,-1526.9227391227207,107.47,-1390.7778304832714,312.72,-355.1850861923684,-751.8243038358189,-693.2839152416358,-1171.737652930352,54.7,-335.4469576208178,64.93,-365.4150861923684,-345.6769576208178,-2836.862618587361,9,-386.4092176434506,766.53,-386.4092176434506,-1689.1647881040894,0
7830,3734.92,2417.3823470696484,1500.0,2533.7891271375465,3734.92,1792.0707823565494,1060.8207823565494,1099.6230423791824,2417.3823470696484,1500.0,1830.8730423791824,2231.25,1060.8207823565494,1099.6230423791824,1099.6230423791824,11,1792.0707823565494,1500.0,1060.8207823565494,2533.7891271375465,0
7831,22.44,-2449.6655278898597,291.24,-2379.821745724907,36.44,-381.0559583198359,-17724.294209490545,-16924.969177695162,-1306.497652930352,36.0,-396.5769576208177,3.8,-365.1659583198359,-364.3769576208178,-25993.77920297399,8,-435.3792176434506,431.10000000000014,-403.1792176434506,-2766.198703345725,0
7832,1286.76,-361.31035192657305,1225.48,-314.7478304832712,1291.16,786.3007823565496,786.3007823565496,825.1030423791823,352.7215647130989,1225.48,825.1030423791823,1225.48,786.3007823565496,825.1030423791823,825.1030423791823,10,786.3007823565496,1225.48,786.3007823565496,-710.7247881040894,0
7833,3028.5,1730.0264785207305,811.0,1827.3691271375465,3098.49,1279.8849138076316,371.8207823565494,410.6230423791822,450.14156471309883,811.0,1299.6230423791824,1700.0,371.8207823565494,410.6230423791822,1924.2460847583645,4,371.8207823565494,2725.0,371.8207823565494,1496.9821695167286,0
7834,28.85,-410.32921764345065,40.1,-371.52695762081777,28.85,-410.32921764345065,-838.2584352869012,-760.6539152416358,-410.32921764345065,28.85,-371.52695762081777,28.85,-410.32921764345065,-371.52695762081777,-1393.8478304832715,2,-410.32921764345065,207.66,-410.32921764345065,-371.52695762081777,0
7835,978.55,-1217.346088217253,978.55,-1023.3347881040892,2483.350000000001,-84.66921764345062,-1217.346088217253,-1023.3347881040892,-1217.346088217253,354.51,-45.866957620817864,354.51,-84.66921764345062,-45.866957620817864,-1023.3347881040892,8,-84.66921764345062,978.55,-84.66921764345062,81.08825427509281,0
7836,429.48,-868.9935214792696,5742.499999999999,-771.6508728624536,2779.6,-223.77921764345058,-1844.3739529729767,-1464.285237174721,-455.21843528690124,919.69,-184.97695762081784,215.4,499.5749138076317,519.3130423791822,-4068.691771003717,14,-223.77921764345058,7542.239999999999,-99.97921764345062,-1224.1695762081786,0
7837,555.45,-3071.223402849367,4652.1,-3047.942618587361,655.4399999999998,60.32078235654939,1635.0378708490923,1849.461296654275,-804.3876529303517,1902.3,99.12304237918215,499.5,1463.1207823565494,1501.923042379182,888.5434661710036,9,60.32078235654939,5292.690000000001,1463.1207823565494,-3348.329576208179,0
7838,873.76,-4.598435286901236,1040.5,73.0060847583643,873.76,342.8207823565494,-1155.396088217253,-961.3847881040892,-4.598435286901236,782.0,381.6230423791822,782.0,342.8207823565494,381.6230423791822,-961.3847881040892,5,342.8207823565494,1040.5,342.8207823565494,73.0060847583643,0
7839,1260.0,820.8207823565493,1260.0,859.6230423791823,1283.22,820.8207823565493,820.8207823565493,859.6230423791823,820.8207823565493,1260.0,859.6230423791823,1260.0,820.8207823565493,859.6230423791823,859.6230423791823,6,820.8207823565493,1260.0,820.8207823565493,482.46608475836433,0
7840,559.12,-3506.732620492817,294.91,-3444.6495762081786,659.1099999999999,60.32078235654939,-18159.803427134,-17321.67613531598,-1239.8968705738025,36.0,99.12304237918215,499.5,-365.1659583198359,-364.3769576208178,-26390.48616059481,9,60.32078235654939,434.77000000000015,-403.1792176434506,-3745.036533828997,0
7841,1568.75,305.5356063932628,544.0,367.61912713754646,2281.84,564.894041680164,104.82078235654942,143.62304237918215,-259.35843528690117,544.0,549.3730423791822,949.75,104.82078235654942,143.62304237918215,143.62304237918215,16,104.82078235654942,544.0,104.82078235654942,279.9552118959108,0
7842,883.0,443.8207823565494,3462.02,482.6230423791822,3831.4,443.8207823565494,496.4119951430751,659.3812966542749,443.8207823565494,883.0,482.6230423791822,883.0,443.8207823565494,482.6230423791822,2533.250423791821,4,443.8207823565494,6537.02,443.8207823565494,2229.8921695167287,0
7843,1503.2900000000004,-1039.3337836349249,1405.4,-898.9717457249071,2614.73,507.1049138076317,-277.9294797991055,-196.1078304832714,-1239.0176529303515,927.22,526.8430423791822,927.22,507.1049138076317,526.8430423791822,-196.1078304832714,5,-406.4992176434506,1405.4,-406.4992176434506,-988.6626185873607,0
7844,124.24,-735.0543038358189,34.32,-676.5139152416357,978.36,-330.19508619236836,-404.8592176434506,-366.0569576208178,-404.8592176434506,34.32,-310.4569576208178,89.92,-404.8592176434506,-366.0569576208178,-366.0569576208178,7,-404.8592176434506,34.32,-404.8592176434506,-1423.9017457249072,0
7845,14.99,-424.1892176434506,86.94999999999997,-385.3869576208177,30.49,-424.1892176434506,-772.3443038358189,-713.8039152416358,-424.1892176434506,71.96,-385.3869576208177,14.99,-348.1550861923684,-328.41695762081787,-713.8039152416358,5,-424.1892176434506,86.94999999999997,-424.1892176434506,-770.2639152416357,0
7846,195.0,-244.17921764345058,195.0,-205.37695762081782,195.0,-244.17921764345058,-244.17921764345058,-205.37695762081782,-244.17921764345058,195.0,-205.37695762081782,195.0,-244.17921764345058,-205.37695762081782,-205.37695762081782,7,-244.17921764345058,195.0,-244.17921764345058,-205.37695762081782,0
7847,6.95,-432.2292176434506,23.83,-393.4269576208178,6.95,-432.2292176434506,-800.2051759632866,-776.9239152416358,-432.2292176434506,16.88,-393.4269576208178,6.95,-367.9759583198359,-383.4969576208178,-776.9239152416358,3,-432.2292176434506,23.83,-432.2292176434506,-393.4269576208178,0
7848,1383.38,139.22973784434507,993.42,182.24912713754642,1746.48,379.31404168016405,169.38482403671344,192.66608475836426,-209.92921764345058,764.17,363.7930423791821,764.17,379.31404168016405,363.7930423791821,21.539127137546416,13,-209.92921764345058,1222.67,-209.92921764345058,-255.40478810408928,0
7849,574.9,-249.1351759632865,511.0,-225.8539152416357,924.9,71.82078235654939,71.82078235654939,110.62304237918215,71.82078235654939,511.0,110.62304237918215,511.0,71.82078235654939,110.62304237918215,1948.2460847583645,5,71.82078235654939,2749.0,71.82078235654939,-276.23087286245357,0
7850,486.12,-337.9151759632865,200.0,-314.6339152416357,486.12,-98.73595831983592,-239.17921764345058,-200.37695762081782,-239.17921764345058,200.0,-114.25695762081786,286.12,-239.17921764345058,-200.37695762081782,-200.37695762081782,4,-239.17921764345058,200.0,-239.17921764345058,-314.6339152416357,0
7851,2453.63,1594.3356961641812,1964.0,1652.8760847583646,2565.600000000001,827.8849138076317,226.34726087727998,362.49216951672884,766.4507823565497,1205.63,847.6230423791823,1248.0,766.4507823565497,805.2530423791823,1009.2734661710035,5,766.4507823565497,5413.42,766.4507823565497,1364.4691271375466,0
7852,3927.76,2263.4946516519767,693.0,2326.2521695167293,3927.76,2018.884913807632,-185.35843528690125,-107.75391524163571,-290.1792176434506,544.0,2038.6230423791824,2439.0,104.82078235654942,143.62304237918215,-107.75391524163571,7,-290.1792176434506,693.0,104.82078235654942,2326.2521695167293,0
