,Recordnum,Amount,Fraud
6813,90928,50.12,0
6814,90929,48.73,0
6815,90930,417.99,0
6816,90931,138.08,0
6817,90932,509.05,0
6818,90933,362.38,0
6819,90934,59.26,0
6820,90935,44.91,0
6821,90936,219.85,0
6822,90937,710.85,0
6823,90938,171.38,0
6824,90939,101.99,0
6825,90940,1779.6,0
6826,90941,3.62,0
6827,90942,16.04,0
6828,90943,900.85,0
6829,90944,4453.56,1
6830,90945,564.44,0
6831,90946,60.35,0
6832,90947,2146.65,0
6833,90948,3.67,0
6834,90949,80.91,0
6835,90950,24.95,0
6836,90951,17.0,0
6837,90952,5.16,0
6838,90953,7.96,0
6839,90954,4562.87,1
6840,90955,564.44,0
6841,90956,3.62,0
6842,90957,3934.73,1
6843,90958,5177.0,1
6844,90959,425.0,0
6845,90960,1093.47,1
6846,90961,5164.42,1
6847,90962,5517.78,1
6848,90963,3.62,0
6849,90964,31.71,0
6850,90965,3.62,0
6851,90966,3.62,0
6852,90967,144.25,0
6853,90968,4316.18,1
6854,90969,3.62,0
6855,90970,250.0,0
6856,90971,3.62,0
6857,90972,211.68,0
6858,90973,4177.33,1
6859,90974,84.1,0
6860,90975,515.79,0
6861,90976,4426.72,1
6862,90977,725.4,0
6863,90978,239.55,0
6864,90979,3.62,0
6865,90980,31.71,0
6866,90981,1269.29,1
6867,90982,5142.74,1
6868,90983,49.91,0
6869,90984,3.62,0
6870,90985,712.5,0
6871,90986,5552.45,1
6872,90987,483.25,0
6873,90988,4472.15,1
6874,90989,99.99,0
6875,90990,704.08,0
6876,90991,3.62,0
6877,90992,5423.19,1
6878,90993,3.62,0
6879,90994,1248.86,0
6880,90995,49.91,0
6881,90996,658.91,1
6882,90997,89.92,0
6883,90998,5013.39,1
6884,90999,3.62,0
6885,91000,3.8,0
6886,91001,455.25,0
6887,91002,20.68,0
6888,91003,10.21,0
6889,91004,260.26,0
6890,91005,2436.0,0
6891,91006,5221.31,1
6892,91007,3912.23,1
6893,91008,1065.81,1
6894,91009,2002.48,0
6895,91010,60.0,0
6896,91011,153.0,0
6897,91012,94.5,0
6898,91013,131.95,0
6899,91014,4859.46,1
6900,91015,19.95,0
6901,91016,15.57,0
6902,91017,314.75,0
6903,91018,246.31,0
6904,91019,218.49,0
6905,91020,597.6,0
6906,91021,1489.23,0
6907,91022,35.0,0
6908,91023,21.08,0
6909,91024,103.0,0
6910,91025,1015.0,0
6911,91026,9.8,0
6912,91027,213.0,0
6913,91028,476.4,0
6914,91029,82.59,0
6915,91030,1283.5,0
6916,91031,142.66,0
6917,91032,608.58,0
6918,91033,22.25,0
6919,91034,1293.97,1
6920,91035,232.0,0
6921,91036,666.0,0
6922,91037,85.0,0
6923,91038,935.1,0
6924,91039,258.72,0
6925,91040,45.88,0
6926,91041,232.3,0
6927,91042,813.6,0
6928,91043,10.8,0
6929,91044,4297.15,1
6930,91045,1454.22,0
6931,91046,217.93,0
6932,91047,104.4,0
6933,91048,1387.76,0
6934,91049,116.5,0
6935,91050,474.64,0
6936,91051,97.0,0
6937,91052,110.51,0
6938,91053,19.25,0
6939,91054,25.52,0
6940,91055,96.0,0
6941,91056,63.9,0
6942,91057,666.0,0
6943,91058,109.9,0
6944,91059,84.46,0
6945,91060,5441.27,1
6946,91061,1025.0,0
6947,91062,329.2,0
6948,91063,115.4,0
6949,91064,6.4,0
6950,91065,454.51,0
6951,91066,1317.9,0
6952,91067,158.48,0
6953,91068,4480.08,1
6954,91069,2223.97,0
6955,91070,50.46,0
6956,91071,143.73,0
6957,91072,50.0,0
6958,91073,242.5,0
6959,91074,898.0,0
6960,91075,323.33,0
6961,91076,0.01,0
6962,91077,135.99,0
6963,91078,6.4,0
6964,91079,4.8,0
6965,91080,12.99,0
6966,91081,35.0,0
6967,91082,352.75,0
6968,91083,49.95,0
6969,91084,3.57,0
6970,91085,30.0,0
6971,91086,1325.61,0
6972,91087,728.12,0
6973,91088,472.65,0
6974,91089,26.4,0
6975,91090,165.41,0
6976,91091,286.12,0
6977,91092,1248.4,0
6978,91093,71.46,0
6979,91094,75.0,0
6980,91095,675.0,0
6981,91096,31.98,0
6982,91097,9.7,0
6983,91098,45.01,0
6984,91099,158.9,0
6985,91100,20.68,0
6986,91101,11.36,0
6987,91102,20.59,0
6988,91103,1378.01,1
6989,91104,2485.0,0
6990,91105,401.0,0
6991,91106,345.09,1
6992,91107,484.8,0
6993,91108,30.8,0
6994,91109,552.0,0
6995,91110,19.95,0
6996,91111,192.0,0
6997,91112,38.95,0
6998,91113,83.6,0
6999,91114,195.73,0
7000,91115,30.04,1
7001,91116,166.53,0
7002,91117,1355.0,0
7003,91118,264.78,0
7004,91119,4347.73,1
7005,91120,80.8,0
7006,91121,641.4,0
7007,91122,25.36,0
7008,91123,95.94,0
7009,91124,1516.5,1
7010,91125,347.8,0
7011,91126,4.38,0
7012,91127,2485.0,0
7013,91128,1371.2,0
7014,91129,29.95,0
7015,91130,447.16,0
7016,91131,9.99,0
7017,91132,6.7,0
7018,91133,3753.35,1
7019,91134,5.8,0
7020,91135,169.0,0
7021,91136,615.5,0
7022,91137,16.88,0
7023,91138,16.25,0
7024,91139,296.72,0
7025,91140,195.31,0
7026,91141,1146.15,0
7027,91142,1.0,0
7028,91143,5.99,0
7029,91144,93.72,0
7030,91145,15.0,0
7031,91146,959.94,0
7032,91147,98.58,0
7033,91148,127.0,0
7034,91149,594.88,0
7035,91150,949.75,0
7036,91151,3.8,0
7037,91152,2485.0,0
7038,91153,73.28,0
7039,91154,699.9,0
7040,91155,679.93,0
7041,91156,725.0,0
7042,91157,217.23,0
7043,91158,1492.88,0
7044,91159,7.44,0
7045,91160,634.86,0
7046,91161,12.99,0
7047,91162,180.0,0
7048,91163,666.0,0
7049,91164,21.08,0
7050,91165,156.0,0
7051,91166,1889.64,0
7052,91167,134.65,0
7053,91168,91.0,0
7054,91169,78.0,0
7055,91170,137.03,1
7056,91171,79.8,0
7057,91172,3.62,0
7058,91173,509.08,0
7059,91174,466.4,0
7060,91175,4172.9,1
7061,91176,430.3,0
7062,91177,510.0,0
7063,91178,249.97,0
7064,91179,306.72,0
7065,91180,237.0,0
7066,91181,169.2,0
7067,91182,357.18,0
7068,91183,3.8,0
7069,91184,29.99,0
7070,91185,68.47,0
7071,91186,100.4,0
7072,91187,5.98,0
7073,91188,270.94,0
7074,91189,16.4,0
7075,91190,4916.36,1
7076,91191,6.4,0
7077,91192,10.0,0
7078,91193,804.82,0
7079,91194,115.0,0
7080,91195,325.0,0
7081,91196,176.36,0
7082,91197,336.56,0
7083,91198,167.0,0
7084,91199,756.0,0
7085,91200,6.7,0
7086,91201,666.0,0
7087,91202,25.0,0
7088,91203,741.35,0
7089,91204,960.0,0
7090,91205,284.0,0
7091,91206,1005.5,0
7092,91207,7.66,0
7093,91208,9.0,0
7094,91209,659.71,0
7095,91210,22.0,0
7096,91211,134.25,0
7097,91212,5383.36,1
7098,91213,797.3,0
7099,91214,17.31,0
7100,91215,286.17,0
7101,91216,1285.89,0
7102,91217,78.84,0
7103,91218,5.23,0
7104,91219,357.18,0
7105,91220,944.0,0
7106,91221,45.0,0
7107,91222,6.62,0
7108,91223,302.71,0
7109,91224,114.5,0
7110,91225,149.2,0
7111,91226,80.0,0
7112,91227,96.72,0
7113,91228,35.0,0
7114,91229,885.84,0
7115,91230,150.97,0
7116,91231,155.64,0
7117,91232,156.0,0
7118,91233,96.05,0
7119,91234,95.9,0
7120,91235,92.48,0
7121,91236,736.78,0
7122,91237,57.9,0
7123,91238,388.08,0
7124,91239,1180.0,0
7125,91240,75.0,0
7126,91241,425.0,0
7127,91242,764.17,0
7128,91243,134.0,0
7129,91244,28.16,0
7130,91245,20.0,0
7131,91246,105.2,0
7132,91247,17.0,0
7133,91248,2270.0,0
7134,91249,88.03,0
7135,91250,81.0,0
7136,91251,19.69,0
7137,91252,4803.26,1
7138,91253,135.0,0
7139,91254,1437.3,0
7140,91255,274.0,0
7141,91256,45.0,0
7142,91257,3.9,0
7143,91258,169.0,0
7144,91259,2110.25,0
7145,91260,319.97,0
7146,91261,33.96,0
7147,91262,31.0,0
7148,91263,216.5,0
7149,91264,865.0,0
7150,91265,21.78,0
7151,91266,10.78,0
7152,91267,425.27,0
7153,91268,76.98,0
7154,91269,20.68,0
7155,91270,118.9,0
7156,91271,300.91,0
7157,91272,970.0,0
7158,91273,187.93,0
7159,91274,159.95,0
7160,91275,1994.15,1
7161,91276,22.87,0
7162,91277,43.5,0
7163,91278,82.95,0
7164,91279,350.0,0
7165,91280,50.0,0
7166,91281,109.0,0
7167,91282,0.99,0
7168,91283,1617.1,0
7169,91284,271.1,0
7170,91285,85.0,0
7171,91286,67.8,0
7172,91287,101.0,0
7173,91288,220.5,0
7174,91289,108.1,0
7175,91290,54.0,0
7176,91291,1132.14,0
7177,91292,62.89,0
7178,91293,1405.5,0
7179,91294,225.0,0
7180,91295,1943.1,1
7181,91296,2037.89,1
7182,91297,1248.0,0
7183,91298,1095.0,0
7184,91299,438.0,0
7185,91300,80.0,0
7186,91301,14.5,0
7187,91302,151.38,0
7188,91303,1905.1,1
7189,91304,5045.06,1
7190,91305,12.95,0
7191,91306,71.76,0
7192,91307,650.0,0
7193,91308,1890.01,1
7194,91309,665.0,0
7195,91310,562.7,0
7196,91311,19.42,0
7197,91312,2087.82,1
7198,91313,1960.0,1
7199,91314,1043.39,1
7200,91315,366.9,0
7201,91316,170.31,0
7202,91317,150.0,0
7203,91318,22.3,0
7204,91319,1920.0,1
7205,91320,1209.18,1
7206,91321,5258.32,1
7207,91322,137.85,0
7208,91323,240.0,0
7209,91324,5399.61,1
7210,91325,1700.0,0
7211,91326,927.22,0
7212,91327,149.0,0
7213,91328,2072.91,1
7214,91329,28.29,0
7215,91330,152.0,0
7216,91331,67.25,0
7217,91332,46.75,0
7218,91333,1095.0,0
7219,91334,1484.0,0
7220,91335,262.89,1
7221,91336,6.34,0
7222,91337,1640.0,0
7223,91338,668.32,0
7224,91339,652.0,0
7225,91340,446.0,0
7226,91341,380.05,0
7227,91342,1049.27,0
7228,91343,80.95,0
7229,91344,101.16,0
7230,91345,486.45,0
7231,91346,2109.74,0
7232,91347,496.22,0
7233,91348,64.67,0
7234,91349,25.8,0
7235,91350,71.96,0
7236,91351,5966.1,1
7237,91352,249.16,0
7238,91353,9.96,0
7239,91354,59.63,0
7240,91355,2270.0,0
7241,91356,193.78,0
7242,91357,106.15,0
7243,91358,2063.61,1
7244,91359,61.6,0
7245,91360,1140.0,0
7246,91361,448.5,0
7247,91362,4137.15,1
7248,91363,907.27,0
7249,91364,2034.66,1
7250,91365,425.16,0
7251,91366,169.9,0
7252,91367,195.0,0
7253,91368,59.26,0
7254,91369,172.08,0
7255,91370,285.83,0
7256,91371,1111.38,0
7257,91372,32.45,0
7258,91373,75.0,0
7259,91374,1976.84,1
7260,91375,75.0,0
7261,91376,754.78,0
7262,91377,732.03,0
7263,91378,308.18,0
7264,91379,1032.2,1
7265,91380,61.53,0
7266,91381,172.08,0
7267,91382,109.0,0
7268,91383,124.08,0
7269,91384,137.48,0
7270,91385,1780.0,0
7271,91386,765.5,0
7272,91387,64.47,0
7273,91388,4399.33,1
7274,91389,650.0,0
7275,91390,915.0,0
7276,91391,2036.46,1
7277,91392,2037.73,1
7278,91393,367.0,0
7279,91394,927.0,0
7280,91395,4793.46,1
7281,91396,862.0,0
7282,91397,69.12,0
7283,91398,64.93,0
7284,91399,295.0,0
7285,91400,123.61,0
7286,91401,45.97,0
7287,91402,19.95,0
7288,91403,171.0,0
7289,91404,568.06,0
7290,91405,2374.51,0
7291,91406,101.19,1
7292,91407,209.9,0
7293,91408,10.6,0
7294,91409,301.48,0
7295,91410,39.95,0
7296,91411,835.0,0
7297,91412,41.06,0
7298,91413,305.24,0
7299,91414,113.64,0
7300,91415,134.4,0
7301,91416,20.0,0
7302,91417,2075.23,0
7303,91418,1817.88,1
7304,91419,53.4,0
7305,91420,107.4,0
7306,91421,81.0,0
7307,91422,578.5,0
7308,91423,2050.86,1
7309,91424,100.97,0
7310,91425,99.0,0
7311,91426,77.1,0
7312,91427,650.0,0
7313,91428,118.96,0
7314,91429,125.9,0
7315,91430,283.44,0
7316,91431,63.6,0
7317,91432,75.0,0
7318,91433,370.0,0
7319,91434,967.63,0
7320,91435,370.0,0
7321,91436,84.55,0
7322,91437,1354.76,0
7323,91438,68.4,0
7324,91439,176.5,0
7325,91440,296.4,0
7326,91441,1650.0,0
7327,91442,73.9,0
7328,91443,1960.53,1
7329,91444,310.86,0
7330,91445,2500.0,0
7331,91446,650.0,0
7332,91447,4665.02,1
7333,91448,38.64,0
7334,91449,475.0,0
7335,91450,2439.0,0
7336,91451,430.71,0
7337,91452,365.7,0
7338,91453,151.4,0
7339,91454,87.92,0
7340,91455,516.19,0
7341,91456,165.6,0
7342,91457,1090.44,0
7343,91458,2235.95,0
7344,91460,32.0,0
7345,91461,2049.09,1
7346,91462,139.59,0
7347,91463,240.0,0
7348,91464,883.0,0
7349,91465,1459.6,0
7350,91466,106.0,0
7351,91467,4913.75,1
7352,91468,2053.24,1
7353,91469,505.4,0
7354,91470,24.0,0
7355,91471,2299.99,0
7356,91472,19.95,0
7357,91473,26.4,0
7358,91474,141.18,0
7359,91475,84.95,0
7360,91476,1237.5,0
7361,91477,412.87,0
7362,91478,7.0,0
7363,91479,82.91,0
7364,91480,304.0,0
7365,91481,22.87,0
7366,91482,6.49,0
7367,91483,214.32,0
7368,91484,190.0,0
7369,91485,15.95,0
7370,91486,1554.3,0
7371,91487,23.5,0
7372,91488,387.12,0
7373,91489,16.5,0
7374,91490,75.0,0
7375,91491,25.97,0
7376,91492,184.5,0
7377,91493,10.14,0
7378,91494,101.19,0
7379,91495,91.02,0
7380,91496,11.7,0
7381,91497,110.37,0
7382,91498,1913.01,0
7383,91499,27.39,0
7384,91500,335.0,0
7385,91501,244.85,0
7386,91502,222.95,0
7387,91503,271.98,0
7388,91504,329.0,0
7389,91505,45.97,0
7390,91506,1936.09,1
7391,91507,946.08,0
7392,91508,300.91,0
7393,91509,519.0,0
7394,91510,125.9,0
7395,91511,147.0,0
7396,91512,41.35,0
7397,91513,267.0,0
7398,91514,564.8,0
7399,91515,8.69,0
7400,91516,238.25,0
7401,91517,2096.45,1
7402,91518,8.5,0
7403,91519,19.56,0
7404,91520,169.7,0
7405,91521,5661.15,1
7406,91522,2494.4,0
7407,91523,2058.23,0
7408,91524,16.5,0
7409,91525,89.92,0
7410,91526,533.94,0
7411,91527,15.4,0
7412,91528,21.56,0
7413,91529,9.95,0
7414,91530,200.2,0
7415,91531,138.0,0
7416,91532,2020.04,1
7417,91533,38.95,0
7418,91534,444.0,0
7419,91535,2098.8,0
7420,91536,51.01,0
7421,91537,1947.85,1
7422,91538,1551.64,1
7423,91539,29.9,0
7424,91540,202.07,0
7425,91541,334.44,0
7426,91542,280.4,0
7427,91543,1970.0,0
7428,91544,65.0,0
7429,91545,23.9,0
7430,91546,433.3,0
7431,91547,914.76,0
7432,91548,766.71,1
7433,91549,398.7,0
7434,91550,170.0,0
7435,91551,1911.6,0
7436,91552,264.0,0
7437,91553,54.7,0
7438,91554,39.98,0
7439,91555,2092.55,1
7440,91556,7.66,0
7441,91557,46.45,0
7442,91558,169.7,0
7443,91559,78.32,0
7444,91560,556.0,0
7445,91561,103.3,0
7446,91562,19.95,0
7447,91563,326.44,0
7448,91564,27.75,0
7449,91565,65.72,0
7450,91566,263.0,0
7451,91567,99.99,0
7452,91568,267.0,0
7453,91569,6070.31,1
7454,91570,99.0,0
7455,91571,15.95,0
7456,91572,84.8,0
7457,91573,100.0,0
7458,91574,4758.33,1
7459,91575,818.35,0
7460,91576,25.42,0
7461,91577,16.5,0
7462,91578,1495.0,0
7463,91579,346.56,0
7464,91580,346.98,0
7465,91581,650.0,0
7466,91582,44.46,0
7467,91583,87.55,0
7468,91584,16.5,0
7469,91585,125.25,0
7470,91586,919.69,0
7471,91587,503.42,0
7472,91588,142.64,0
7473,91589,7040.74,1
7474,91590,389.96,0
7475,91591,380.0,0
7476,91592,2050.09,1
7477,91593,5417.35,1
7478,91594,225.0,0
7479,91595,1952.07,1
7480,91596,8.5,0
7481,91597,1020.0,0
7482,91598,236.98,0
7483,91599,75.0,0
7484,91600,236.68,0
7485,91601,28.0,0
7486,91602,113.98,0
7487,91603,1114.56,1
7488,91604,2051.21,1
7489,91605,1236.25,0
7490,91606,400.0,0
7491,91607,1611.9,0
7492,91608,113.7,0
7493,91609,34.95,0
7494,91610,36.0,0
7495,91611,3.62,0
7496,91612,113.88,0
7497,91613,214.35,0
7498,91614,5.0,0
7499,91615,3.62,0
7500,91616,574.0,0
7501,91617,7.39,0
7502,91618,37.83,0
7503,91619,600.0,0
7504,91620,5.6,0
7505,91621,108.14,0
7506,91622,36.0,0
7507,91623,133.05,0
7508,91624,6.68,0
7509,91625,63.5,0
7510,91626,303.98,0
7511,91627,2441.68,0
7512,91628,10.68,0
7513,91629,514.4,0
7514,91630,10.66,0
7515,91631,18.87,0
7516,91632,134.7,0
7517,91633,305.15,0
7518,91634,51.62,0
7519,91635,309.95,0
7520,91636,311.76,0
7521,91637,782.36,0
7522,91638,370.0,0
7523,91639,429.0,0
7524,91640,3.74,0
7525,91641,50.0,0
7526,91642,1218.57,0
7527,91643,219.18,0
7528,91644,246.23,0
7529,91645,17.6,0
7530,91646,207.6,0
7531,91647,1024.77,0
7532,91648,1509.22,1
7533,91649,48.18,0
7534,91650,123.61,0
7535,91651,263.92,0
7536,91652,317.34,0
7537,91653,102.74,0
7538,91654,265.0,0
7539,91655,120.0,0
7540,91656,21.8,0
7541,91657,25.86,0
7542,91658,11.25,0
7543,91659,265.0,0
7544,91660,92.0,0
7545,91661,29.28,0
7546,91662,25.97,0
7547,91663,195.47,0
7548,91664,24.25,0
7549,91665,20.0,0
7550,91666,1571.12,1
7551,91667,35.9,0
7552,91668,23.96,0
7553,91669,59.55,0
7554,91670,71.46,0
7555,91671,90.72,0
7556,91672,216.0,0
7557,91673,636.0,0
7558,91674,99.0,0
7559,91675,159.01,0
7560,91676,399.78,0
7561,91677,143.26,0
7562,91678,200.0,0
7563,91679,45.22,0
7564,91680,68.8,0
7565,91681,317.0,0
7566,91682,3.67,0
7567,91683,200.88,0
7568,91684,472.39,0
7569,91685,436.0,0
7570,91686,1346.62,0
7571,91687,86.51,0
7572,91688,15.4,0
7573,91689,104.0,0
7574,91690,46.93,0
7575,91691,59.14,0
7576,91692,3.85,0
7577,91693,3.62,0
7578,91694,42.98,0
7579,91695,16.5,0
7580,91696,222.2,0
7581,91697,610.0,0
7582,91698,151.26,0
7583,91699,414.96,0
7584,91700,571.96,0
7585,91701,55.08,0
7586,91702,3.74,0
7587,91703,249.77,0
7588,91704,428.88,0
7589,91705,175.0,0
7590,91706,309.0,0
7591,91707,24.54,0
7592,91708,94.02,1
7593,91709,6.67,0
7594,91710,2271.6,0
7595,91711,556.37,0
7596,91712,167.3,0
7597,91713,76.66,0
7598,91714,161.46,0
7599,91715,54.99,0
7600,91716,144.69,0
7601,91717,45.82,0
7602,91718,208.0,0
7603,91719,609.0,0
7604,91720,2500.0,0
7605,91721,533.6,0
7606,91722,549.78,0
7607,91723,3.67,0
7608,91724,3.62,0
7609,91725,80.3,0
7610,91726,377.7,0
7611,91727,454.21,0
7612,91728,337.0,0
7613,91729,33.24,0
7614,91730,782.0,0
7615,91731,146.16,0
7616,91732,58.96,0
7617,91733,3.62,0
7618,91734,525.0,0
7619,91735,47.16,0
7620,91736,479.4,0
7621,91737,199.93,0
7622,91738,2370.0,0
7623,91739,13.45,0
7624,91740,295.0,0
7625,91741,223.36,0
7626,91742,751.0,0
7627,91743,2231.25,0
7628,91744,111.0,0
7629,91745,43.2,0
7630,91746,53.34,0
7631,91747,3.8,0
7632,91748,69.42,0
7633,91749,340.0,0
7634,91750,520.25,0
7635,91751,414.96,0
7636,91752,2500.0,0
7637,91753,3.67,0
7638,91754,83.98,0
7639,91755,3.62,0
7640,91756,3.67,0
7641,91757,46.9,0
7642,91758,269.5,0
7643,91759,165.0,0
7644,91760,95.0,0
7645,91761,91.18,0
7646,91762,127.7,0
7647,91763,12.59,0
7648,91764,40.0,0
7649,91765,6.7,0
7650,91766,385.98,0
7651,91767,26.94,0
7652,91768,15.96,0
7653,91769,1098.49,0
7654,91770,178.58,0
7655,91771,41.93,1
7656,91772,500.0,0
7657,91773,3.8,0
7658,91774,42.2,0
7659,91775,12.0,0
7660,91776,42.12,0
7661,91777,169.99,0
7662,91778,15.2,0
7663,91779,89.95,0
7664,91780,50.0,0
7665,91781,82.25,0
7666,91782,25.0,0
7667,91783,39.0,0
7668,91784,995.0,0
7669,91785,488.02,0
7670,91786,4.71,0
7671,91787,52.77,0
7672,91788,273.5,0
7673,91789,30.0,0
7674,91790,35.76,0
7675,91791,40.26,0
7676,91792,54.95,0
7677,91793,4.99,0
7678,91794,49.0,0
7679,91795,184.0,0
7680,91796,4.37,0
7681,91797,135.01,0
7682,91798,1867.3,0
7683,91799,155.39,0
7684,91800,298.71,0
7685,91801,44.46,0
7686,91802,200.8,0
7687,91803,3.62,0
7688,91804,392.74,0
7689,91805,264.79,0
7690,91806,517.5,0
7691,91807,88.42,0
7692,91808,26.37,0
7693,91809,132.0,0
7694,91810,170.0,0
7695,91811,11.93,0
7696,91812,443.52,0
7697,91813,153.0,0
7698,91814,86.0,0
7699,91815,291.01,0
7700,91816,120.0,0
7701,91817,94.4,0
7702,91818,128.04,0
7703,91819,339.94,0
7704,91820,518.8,0
7705,91821,214.2,0
7706,91822,110.86,0
7707,91823,2195.2,0
7708,91824,2496.72,0
7709,91825,29.98,0
7710,91826,1532.51,0
7711,91827,131.5,0
7712,91828,72.74,0
7713,91829,341.0,0
7714,91830,694.0,0
7715,91831,1818.16,0
7716,91832,64.07,0
7717,91833,239.07,0
7718,91834,174.65,0
7719,91835,29.98,0
7720,91836,26.5,0
7721,91837,7.0,0
7722,91838,23.72,0
7723,91839,16.5,0
7724,91840,186.17,0
7725,91841,25.97,0
7726,91842,1061.56,0
7727,91843,1108.17,0
7728,91844,1106.0,0
7729,91845,184.93,0
7730,91846,171.01,0
7731,91847,8.09,0
7732,91848,91.95,0
7733,91849,99.09,0
7734,91850,157.04,0
7735,91851,1650.0,0
7736,91852,6.95,0
7737,91853,418.76,0
7738,91854,165.0,0
7739,91855,54.0,0
7740,91856,93.0,0
7741,91857,43.99,0
7742,91858,25.8,0
7743,91859,99.99,0
7744,91860,370.0,0
7745,91861,1253.58,0
7746,91862,1165.34,0
7747,91863,95.5,0
7748,91864,99.96,0
7749,91865,94.55,0
7750,91866,68.62,0
7751,91867,608.48,0
7752,91868,207.74,0
7753,91869,87.8,0
7754,91870,51.15,0
7755,91871,394.33,0
7756,91872,251.37,0
7757,91873,62.6,0
7758,91874,109.2,0
7759,91875,15.4,0
7760,91876,19.39,0
7761,91877,50.0,0
7762,91878,428.84,0
7763,91879,79.26,0
7764,91880,151.0,0
7765,91881,340.0,0
7766,91882,108.38,0
7767,91883,100.42,0
7768,91884,1970.23,1
7769,91885,132.0,0
7770,91886,65.73,0
7771,91887,76.8,0
7772,91888,733.38,0
7773,91889,66.06,0
7774,91890,2400.0,1
7775,91891,7.0,0
7776,91892,1647.81,0
7777,91893,62.88,0
7778,91894,30.64,0
7779,91895,360.0,0
7780,91896,3.62,0
7781,91897,3.62,0
7782,91898,16.5,0
7783,91899,307.52,0
7784,91900,1496.29,1
7785,91901,681.9,0
7786,91902,4.0,0
7787,91903,62.8,0
7788,91904,141.72,0
7789,91905,137.34,0
7790,91906,28.8,0
7791,91907,170.03,0
7792,91908,354.51,0
7793,91909,1307.94,0
7794,91910,30.0,0
7795,91911,401.17,0
7796,91912,155.68,0
7797,91913,125.0,0
7798,91914,1661.0,0
7799,91915,93.8,0
7800,91916,250.0,0
7801,91917,414.96,0
7802,91918,182.32,0
7803,91919,890.0,0
7804,91920,950.0,0
7805,91921,302.89,0
7806,91922,9.0,0
7807,91923,85.0,0
7808,91924,339.2,0
7809,91925,1178.05,1
7810,91926,36.69,0
7811,91927,1902.3,0
7812,91928,336.46,0
7813,91929,103.48,0
7814,91930,809.3,0
7815,91931,221.41,0
7816,91932,3.62,0
7817,91933,19.52,0
7818,91934,78.82,0
7819,91935,19.39,0
7820,91936,1617.0,0
7821,91937,715.98,0
7822,91938,275.0,0
7823,91939,240.0,0
7824,91940,50.0,0
7825,91941,209.3,0
7826,91942,267.24,0
7827,91943,32.24,0
7828,91944,75.0,0
7829,91945,52.77,0
7830,91946,1500.0,0
7831,91947,3.62,0
7832,91948,1225.48,0
7833,91949,811.0,0
7834,91950,28.85,0
7835,91951,159.01,0
7836,91952,215.4,0
7837,91953,499.5,0
7838,91954,91.76,0
7839,91955,1260.0,0
7840,91956,3.67,0
7841,91957,544.0,0
7842,91958,883.0,0
7843,91959,32.68,0
7844,91960,34.32,0
7845,91961,14.99,0
7846,91962,195.0,0
7847,91963,6.95,0
7848,91964,229.25,0
7849,91965,511.0,0
7850,91966,200.0,0
7851,91967,1205.63,0
7852,91968,149.0,0
7853,91969,1127.68,1
7854,91970,27.96,0
7855,91971,54.75,0
7856,91972,500.0,0
7857,91973,1558.46,0
7858,91974,75.15,0
7859,91975,300.0,0
7860,91976,8.41,0
7861,91977,37.48,0
7862,91978,138.28,0
7863,91979,49.6,0
7864,91980,86.89,0
7865,91981,214.02,0
7866,91982,183.95,0
7867,91983,6.4,0
7868,91984,1265.0,0
7869,91985,134.25,0
7870,91986,80.66,0
7871,91987,6.95,0
7872,91988,307.55,0
7873,91989,113.87,0
7874,91990,964.4,0
7875,91991,17.98,0
7876,91992,909.65,0
7877,91993,69.31,0
7878,91994,20.13,0
7879,91995,182.9,0
7880,91996,1010.0,0
7881,91997,120.33,0
7882,91998,61.6,0
7883,91999,179.98,0
7884,92000,330.5,0
7885,92001,1684.06,0
7886,92002,64.11,0
7887,92003,695.8,0
7888,92004,60.76,0
7889,92005,1113.0,0
7890,92006,17.36,0
7891,92007,1837.62,0
7892,92008,30.21,0
7893,92009,28.96,0
7894,92010,94.25,0
7895,92011,67.65,0
7896,92012,779.65,0
7897,92013,3.8,0
7898,92014,2421.87,0
7899,92015,78.37,0
7900,92016,84.89,0
7901,92017,43.0,0
7902,92018,629.25,0
7903,92019,64.48,0
7904,92020,1124.07,0
7905,92021,450.0,0
7906,92022,3.8,0
7907,92023,119.9,0
7908,92024,30.0,0
7909,92025,24.95,0
7910,92026,12.5,0
7911,92027,521.83,0
7912,92028,68.26,0
7913,92029,249.0,0
7914,92030,425.75,0
7915,92031,197.8,0
7916,92032,3.62,0
7917,92033,1522.0,0
7918,92034,3.25,0
7919,92035,23.99,0
7920,92036,94.02,0
7921,92037,62.2,0
7922,92038,90.0,0
7923,92039,551.85,0
7924,92040,59.49,0
7925,92041,1500.0,0
7926,92042,412.78,0
7927,92043,149.98,0
7928,92044,67.0,0
7929,92045,99.95,0
7930,92046,618.38,1
7931,92047,3.99,0
7932,92048,59.59,0
7933,92049,551.03,0
7934,92050,189.95,0
7935,92051,1069.84,0
7936,92052,55.9,0
7937,92053,219.95,0
7938,92054,1410.0,0
7939,92055,139.68,0
7940,92056,46.75,0
7941,92057,132.24,0
7942,92058,178.02,0
7943,92059,629.34,0
7944,92060,12.08,0
7945,92061,355.0,0
7946,92062,226.4,0
7947,92063,598.58,0
7948,92064,550.0,0
7949,92065,4.43,0
7950,92066,129.98,0
7951,92067,11.41,0
7952,92068,615.13,0
7953,92069,3.85,0
7954,92070,118.96,0
7955,92071,2077.88,0
7956,92072,2318.0,0
7957,92073,22.65,0
7958,92074,73.28,0
7959,92075,1058.5,0
7960,92076,291.0,0
7961,92077,269.54,0
