,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,cardnum_amount_week_diff_sum_1,merchantnum_amount_week_diff_sum_3,cardnum_merchantnum_30,cardnum_amount_month_diff_max_3,merchantnum_amount_sum_3,cardnum_amount_month_diff_sum_3,merchantnum_amount_sum_7,cardnum_amount_sum_7,merchantnum_amount_max_3,merchantnum_amount_week_diff_sum_1,cardnum_amount_week_diff_max_3,merchantnum_amount_week_diff_max_3,cardnum_amount_max_3,merchantnum_amount_month_diff_max_3,merchantnum_amount_month_diff_sum_3,cardnum_zip_30,cardnum_merchantnum_15,merchantnum_amount_week_diff_max_1,Fraud
7616,1230.18,-2762.2852297181207,-597.1984352869013,-5131.62153996453,5,434.6230423791822,893.77,-2773.5895762081786,2305.33,3728.18,222.2,-1392.1668705738025,414.8849138076316,-216.97921764345062,835.0,-178.17695762081786,-5111.884364312268,4,5,-216.97921764345062,0
7617,23.18,-836.114303835819,-435.5592176434506,-11645.865162482232,2,-380.8169576208178,221.16,-777.5739152416356,361.02000000000015,23.18,36.0,-5614.489829364858,-400.5550861923684,-365.1659583198359,19.56,-364.3769576208178,-11389.771771003716,2,2,-403.1792176434506,0
7618,1755.18,-2676.4644473615713,-511.3776529303519,85.82078235654939,6,434.6230423791822,525.0,-2648.9665338289965,525.0,4253.1799999999985,525.0,85.82078235654939,414.8849138076316,85.82078235654939,835.0,124.62304237918215,124.62304237918215,5,6,85.82078235654939,0
7619,47.16,-392.01921764345065,-392.01921764345065,-735.034303835819,3,-353.2169576208179,124.26,-353.2169576208179,1443.78,47.16,77.1,-392.01921764345065,-392.01921764345065,-343.0150861923684,47.16,-323.27695762081777,-676.4939152416357,3,1,-392.01921764345065,0
7620,630.37,-193.66517596328652,40.22078235654936,40.22078235654936,11,79.02304237918213,479.4,-170.38391524163572,1813.48,677.89,479.4,40.22078235654936,40.22078235654936,40.22078235654936,479.4,79.02304237918213,79.02304237918213,11,3,40.22078235654936,0
7621,2759.6,-696.641346794358,-1458.7260882172532,-1129.156220475491,12,690.0630423791823,499.85,-443.41566096654265,639.5999999999998,3594.78,236.98,-239.24921764345058,670.3249138076318,-183.1350861923684,1090.44,-163.39695762081786,-1101.6578304832713,12,9,-239.24921764345058,0
7622,2370.0,1930.8207823565494,1930.8207823565494,1930.8207823565494,3,1969.6230423791824,2370.0,1969.6230423791824,2370.0,2370.0,2370.0,1930.8207823565494,1930.8207823565494,1930.8207823565494,2370.0,1969.6230423791824,1969.6230423791824,3,1,1930.8207823565494,0
7623,72.59,-805.7684352869012,-805.7684352869012,-5557.35075760798,4,-341.2369576208178,907.22,-728.1639152416358,2318.78,72.59,222.2,-1817.8960882172528,-380.0392176434506,-216.97921764345062,59.14,-178.17695762081786,-5498.811321933086,2,2,-216.97921764345062,0
7624,295.0,-144.17921764345058,-144.17921764345058,-144.17921764345058,3,-105.37695762081785,295.0,-105.37695762081785,295.0,295.0,295.0,-144.17921764345058,-144.17921764345058,-144.17921764345058,295.0,-105.37695762081785,-105.37695762081785,3,1,-144.17921764345058,0
7625,223.36,-215.81921764345057,-215.81921764345057,-215.81921764345057,1,-177.01695762081783,223.36,-177.01695762081783,223.36,223.36,223.36,-215.81921764345057,-215.81921764345057,-215.81921764345057,223.36,-177.01695762081783,-177.01695762081783,1,1,-215.81921764345057,0
7626,751.0,311.8207823565494,311.8207823565494,1508.805696164181,6,350.62304237918215,2368.1,350.62304237918215,2368.1,751.0,1617.1,311.8207823565494,311.8207823565494,1196.9849138076315,751.0,1216.723042379182,1567.3460847583642,4,1,311.8207823565494,0
7627,2231.25,1792.0707823565494,1792.0707823565494,1792.0707823565494,9,1830.8730423791824,2231.25,1830.8730423791824,2231.25,2231.25,2231.25,1792.0707823565494,1792.0707823565494,1792.0707823565494,2231.25,1830.8730423791824,1830.8730423791824,8,2,1792.0707823565494,0
7628,111.0,-328.1792176434506,-328.1792176434506,-328.1792176434506,4,-289.3769576208178,111.0,-289.3769576208178,111.0,111.0,111.0,-328.1792176434506,-328.1792176434506,-328.1792176434506,111.0,-289.3769576208178,-289.3769576208178,4,2,-328.1792176434506,0
7629,4650.829999999999,1357.5584311764856,-320.75843528690126,-395.9792176434506,43,1823.5930423791822,43.2,1447.8143390334576,43.2,10766.57,43.2,-395.9792176434506,1839.1140416801638,-395.9792176434506,2223.97,-357.1769576208178,-357.1769576208178,38,25,-395.9792176434506,0
7630,53.34,-385.8392176434505,-385.8392176434505,-741.8270823991746,2,-347.0369576208178,5088.33,-347.0369576208178,6888.07,53.34,919.69,-385.8392176434505,-385.8392176434505,499.5749138076317,53.34,519.3130423791822,-516.9474066914497,2,2,-385.8392176434505,0
7631,10.47,-867.8884352869012,-867.8884352869012,-12081.244380125683,2,-393.7069576208177,224.96,-790.2839152416358,364.82000000000016,33.73,36.0,-6049.869047008308,-432.5092176434506,-365.1659583198359,6.67,-364.3769576208178,-11786.348728624534,1,1,-403.1792176434506,0
7632,967.42,143.38482403671344,-369.7592176434506,-369.7592176434506,5,497.6230423791822,69.42,166.66608475836432,69.42,967.42,69.42,-369.7592176434506,513.144041680164,-369.7592176434506,898.0,-330.9569576208178,-330.9569576208178,5,1,-369.7592176434506,0
7633,2035.37,-49.010434540391714,-99.17921764345058,309.0437795245092,6,1005.1230423791823,1938.05,33.485211895910766,6869.049999999998,4877.219999999998,1405.5,-99.17921764345058,985.3849138076317,985.3849138076317,1405.5,1005.1230423791823,336.54216951672856,4,4,-99.17921764345058,0
7634,520.25,81.07078235654939,81.07078235654939,81.07078235654939,5,119.87304237918215,520.25,119.87304237918215,520.25,520.25,520.25,81.07078235654939,81.07078235654939,81.07078235654939,520.25,119.87304237918215,119.87304237918215,4,3,81.07078235654939,0
7635,2048.49,730.9523470696481,730.9523470696481,-48.438435286901274,11,818.1930423791821,829.92,847.3591271375466,1215.24,5909.4000000000015,414.96,-48.438435286901274,779.3907823565494,-24.219217643450637,1218.57,14.583042379182134,29.166084758364267,10,7,-24.219217643450637,0
7636,3601.84,2338.625606393263,1837.6415647130991,2060.8207823565494,9,2099.623042379182,2500.0,2400.7091271375466,2500.0,4928.5,2500.0,2060.8207823565494,2060.8207823565494,2060.8207823565494,2500.0,2099.623042379182,2099.623042379182,9,6,2060.8207823565494,0
7637,2234.92,1356.561564713099,1356.561564713099,-12516.753597769131,10,1830.8730423791824,228.63,1434.1660847583646,368.4900000000002,2234.92,36.0,-6485.378264651759,1792.0707823565494,-365.1659583198359,2231.25,-364.3769576208178,-12183.055686245352,9,3,-403.1792176434506,0
7638,158.98000000000005,-665.0551759632865,-355.1992176434506,-886.9594797991057,6,-316.3969576208178,796.37,-641.7739152416358,5392.289999999999,463.78,549.78,-244.59843528690124,-309.8559583198359,110.60078235654936,83.98,149.40304237918212,-805.1378304832715,5,3,110.60078235654936,0
7639,3.62,-435.5592176434506,-435.5592176434506,-12952.312815412582,5,-396.75695762081773,232.25,-396.75695762081773,372.1100000000001,7.36,36.0,-6920.9374822952095,-435.5592176434506,-365.1659583198359,3.62,-364.3769576208178,-12579.81264386617,5,2,-403.1792176434506,0
7640,39.67,-838.6884352869013,-838.6884352869013,-13387.822033056034,7,-364.3769576208178,235.92,-761.0839152416356,375.78000000000014,464.67,36.0,-7356.446699938659,-403.1792176434506,-365.1659583198359,36.0,-364.3769576208178,-12976.519601486987,7,6,-403.1792176434506,0
7641,46.9,-392.2792176434505,-392.2792176434505,-392.2792176434505,2,-353.47695762081787,46.9,-353.47695762081787,46.9,46.9,46.9,-392.2792176434505,-392.2792176434505,-392.2792176434505,46.9,-353.47695762081787,-353.47695762081787,3,1,-392.2792176434505,0
7642,269.5,-169.67921764345058,-169.67921764345058,-169.67921764345058,3,-130.87695762081785,269.5,-130.87695762081785,269.5,269.5,269.5,-169.67921764345058,-169.67921764345058,-169.67921764345058,269.5,-130.87695762081785,-130.87695762081785,3,1,-169.67921764345058,0
7643,2931.1,1302.093779524509,-274.17921764345056,-274.17921764345056,18,1216.723042379182,165.0,1329.5921695167285,165.0,2931.1,165.0,-274.17921764345056,1196.9849138076315,-274.17921764345056,1617.1,-235.37695762081782,-235.37695762081782,19,5,-274.17921764345056,0
7644,2854.6,-1040.8205644378088,-1802.905305860704,-344.1792176434506,12,690.0630423791823,95.0,-748.7926185873605,95.0,3689.78,95.0,-344.1792176434506,670.3249138076318,-344.1792176434506,1090.44,-305.3769576208178,-305.3769576208178,12,9,-344.1792176434506,0
7645,520.1800000000002,-358.17843528690116,-358.17843528690116,-251.9243038358189,6,28.62304237918215,607.3700000000001,-280.5739152416357,4056.79,6220.940000000001,516.19,-347.9992176434506,-10.179217643450613,96.07491380763169,429.0,115.8130423791822,-193.38391524163563,6,5,-347.9992176434506,0
7646,127.7,-311.4792176434506,-311.4792176434506,-311.4792176434506,10,-272.67695762081786,127.7,-272.67695762081786,127.7,127.7,127.7,-311.4792176434506,-311.4792176434506,-311.4792176434506,127.7,-272.67695762081786,-272.67695762081786,9,4,-311.4792176434506,0
7647,466.02,-742.8711342831226,-426.5892176434505,-426.5892176434505,10,24.89304237918213,12.59,-735.1108728624536,12.59,645.02,12.59,-426.5892176434505,40.41404168016408,-426.5892176434505,425.27,-387.7869576208179,-387.7869576208179,9,5,-426.5892176434505,0
7648,40.0,-399.1792176434506,-399.1792176434506,-818.3584352869012,2,-360.3769576208178,60.0,-360.3769576208178,60.0,40.0,40.0,-818.3584352869012,-399.1792176434506,-399.1792176434506,40.0,-360.3769576208178,-740.7539152416357,2,2,-399.1792176434506,0
7649,49.00000000000001,-2699.3149675624663,-432.4792176434506,-13820.301250699486,9,-390.6769576208178,242.62,-2753.638703345725,382.48000000000013,148.98999999999995,36.0,-7788.925917582111,-375.1559583198359,-365.1659583198359,9.7,-364.3769576208178,-13370.196559107806,8,3,-403.1792176434506,0
7650,3240.58,-1094.0197820812593,-1856.1045235041543,-1182.3554381189415,12,690.0630423791823,885.83,-763.1895762081782,1025.58,4075.76,385.98,-292.44843528690114,670.3249138076318,-53.1992176434506,1090.44,-14.396957620817831,-1116.054788104089,12,9,-53.1992176434506,0
7651,26.94,-412.2392176434506,-412.2392176434506,-1116.2002621556549,6,-373.4369576208178,127.95,-373.4369576208178,127.95,26.94,91.02,-412.2392176434506,-412.2392176434506,-329.0950861923684,26.94,-309.35695762081787,-1073.1808728624537,4,2,-412.2392176434506,0
7652,15.96,-423.2192176434505,-423.2192176434505,-423.2192176434505,4,-384.4169576208178,15.96,-384.4169576208178,15.96,15.96,15.96,-423.2192176434505,-423.2192176434505,-423.2192176434505,15.96,-384.4169576208178,-384.4169576208178,4,2,-423.2192176434505,0
7653,1098.49,659.3107823565496,659.3107823565496,659.3107823565496,7,698.1130423791823,1098.49,698.1130423791823,1098.49,1098.49,1098.49,659.3107823565496,659.3107823565496,659.3107823565496,1098.49,698.1130423791823,698.1130423791823,7,5,659.3107823565496,0
7654,178.58,-260.59921764345063,-260.59921764345063,-260.59921764345063,1,-221.79695762081784,178.58,-221.79695762081784,178.58,178.58,178.58,-260.59921764345063,-260.59921764345063,-260.59921764345063,178.58,-221.79695762081784,-221.79695762081784,1,1,-260.59921764345063,0
7655,13571.92,11487.539565459607,-397.2492176434506,-397.2492176434506,23,6640.363042379182,41.93,11570.035211895909,64.99,22883.35,41.93,-397.2492176434506,6620.624913807631,-397.2492176434506,7040.74,-358.4469576208178,-358.4469576208178,22,17,-397.2492176434506,1
7656,500.0,60.82078235654939,60.82078235654939,60.82078235654939,3,99.62304237918215,500.0,99.62304237918215,4926.72,652.46,500.0,60.82078235654939,60.82078235654939,60.82078235654939,500.0,99.62304237918215,99.62304237918215,3,3,60.82078235654939,0
7657,15.2,-1578.5470926029584,-435.3792176434506,-14255.680468342936,8,-396.5769576208177,246.42,-1586.3078304832711,386.28000000000014,29.200000000000006,36.0,-8224.305135225559,-381.0559583198359,-365.1659583198359,3.8,-364.3769576208178,-13766.773516728623,5,5,-403.1792176434506,0
7658,114.79,-1202.7476529303515,-1202.7476529303515,-5954.3299752514295,4,-341.2369576208178,949.42,-1086.3408728624536,2360.98,114.79,222.2,-2214.875305860704,-380.0392176434506,-216.97921764345062,59.14,-178.17695762081786,-5856.988279553904,2,2,-216.97921764345062,0
7659,37.52,-786.5151759632864,-427.1792176434506,-427.1792176434506,10,-374.8569576208178,12.0,-763.2339152416357,12.0,37.52,12.0,-427.1792176434506,-359.33595831983587,-427.1792176434506,25.52,-388.3769576208178,-388.3769576208178,11,5,-427.1792176434506,0
7660,95.52,-763.774303835819,-397.0592176434506,-1785.166310246409,5,-346.97695762081787,247.76,-705.2339152416357,396.11,95.52,78.84,-788.0584352869013,-366.7150861923684,-306.01595831983593,53.4,-321.5369576208178,-1754.124788104089,5,3,-390.9992176434506,0
7661,969.86,-767.7927391227201,-364.1776529303517,-269.1892176434506,14,133.22304237918215,169.99,-631.6478304832714,169.99,2376.11,169.99,-269.1892176434506,94.42078235654941,-269.1892176434506,533.6,-230.38695762081784,-230.38695762081784,14,10,-269.1892176434506,0
7662,1439.97,-224.29534834802325,-423.9792176434506,128.56973784434513,5,526.8430423791822,1372.72,-161.53783048327142,1372.72,2551.41,927.22,-423.9792176434506,507.1049138076317,507.1049138076317,927.22,526.8430423791822,171.58912713754646,7,3,-423.9792176434506,0
7663,89.95,-349.2292176434506,-349.2292176434506,-349.2292176434506,2,-310.4269576208178,89.95,-310.4269576208178,89.95,89.95,89.95,-349.2292176434506,-349.2292176434506,-349.2292176434506,89.95,-310.4269576208178,-310.4269576208178,2,1,-349.2292176434506,0
7664,211.92,-2276.3805243113097,-778.3584352869012,-389.1792176434506,19,-350.3769576208178,50.0,-2190.341745724907,81.71000000000002,312.5,50.0,-389.1792176434506,-362.8559583198359,-389.1792176434506,50.0,-350.3769576208178,-350.3769576208178,14,6,-389.1792176434506,0
7665,85.87,-792.4884352869012,-792.4884352869012,-2142.09552788986,10,-318.1269576208178,330.01,-714.8839152416357,478.36,85.87,82.25,-1144.9876529303515,-356.9292176434506,-306.01595831983593,82.25,-318.1269576208178,-2072.251745724907,10,2,-356.9292176434506,0
7666,25.0,-414.1792176434506,-414.1792176434506,-1232.5376529303521,2,-375.3769576208178,85.0,-375.3769576208178,85.0,25.0,40.0,-1232.5376529303521,-414.1792176434506,-399.1792176434506,25.0,-360.3769576208178,-1116.1308728624535,2,1,-399.1792176434506,0
7667,1685.25,-803.0505243113098,-835.6184352869012,-400.1792176434506,25,1088.8530423791822,39.0,-717.0117457249071,39.0,2529.2000000000007,39.0,-400.1792176434506,1104.374041680164,-400.1792176434506,1489.23,-361.3769576208178,-361.3769576208178,21,12,-400.1792176434506,0
7668,995.0,555.8207823565493,555.8207823565493,555.8207823565493,6,594.6230423791823,995.0,594.6230423791823,995.0,995.0,995.0,555.8207823565493,555.8207823565493,555.8207823565493,995.0,594.6230423791823,594.6230423791823,6,3,555.8207823565493,0
7669,488.02,48.84078235654937,48.84078235654937,48.84078235654937,2,87.64304237918213,488.02,87.64304237918213,799.18,488.02,488.02,48.84078235654937,48.84078235654937,48.84078235654937,488.02,87.64304237918213,87.64304237918213,2,1,48.84078235654937,0
7670,1575.83,697.4715647130987,697.4715647130987,-434.4692176434505,6,1170.743042379182,4.71,775.0760847583642,189.18,1865.71,4.71,-434.4692176434505,1131.9407823565493,-434.4692176434505,1571.12,-395.6669576208178,-395.6669576208178,5,6,-434.4692176434505,0
7671,117.70000000000002,-741.5943038358189,-386.4092176434506,-386.4092176434506,9,-335.4469576208178,52.77,-683.0539152416358,218.12,219.69000000000003,52.77,-386.4092176434506,-355.1850861923684,-386.4092176434506,64.93,-347.60695762081787,-347.60695762081787,6,3,-386.4092176434506,0
7672,273.5,-165.67921764345058,-165.67921764345058,-985.4903519265732,7,-126.87695762081785,662.5799999999998,-126.87695762081785,684.5799999999998,273.5,273.5,-549.7784352869012,-165.67921764345058,-147.8559583198359,273.5,-126.87695762081785,-938.9278304832717,7,1,-165.67921764345058,0
7673,163.05,-715.3084352869013,-715.3084352869013,-715.3084352869013,3,-267.32695762081784,163.05,-637.7039152416357,163.05,163.05,133.05,-715.3084352869013,-306.1292176434506,-306.1292176434506,133.05,-267.32695762081784,-637.7039152416357,2,2,-306.1292176434506,0
7674,35.76,-403.4192176434506,-403.4192176434506,-2360.995610503678,2,-364.6169576208178,547.4200000000002,-364.6169576208178,1449.37,35.76,326.44,-783.0484352869013,-403.4192176434506,-93.67508619236837,35.76,-73.93695762081784,-2255.2187033457253,2,1,-379.6292176434506,0
7675,157.96,-1140.5135214792695,-785.3284352869013,-785.3284352869013,9,-335.4469576208178,93.03,-1043.1708728624535,258.38,259.95000000000005,52.77,-785.3284352869013,-355.1850861923684,-386.4092176434506,64.93,-347.60695762081787,-707.7239152416357,6,3,-386.4092176434506,0
7676,160.33,-1157.2076529303515,-1157.2076529303515,-384.2292176434506,7,-313.8669576208178,54.95,-1040.8008728624536,54.95,313.53,54.95,-384.2292176434506,-352.6692176434506,-384.2292176434506,86.51,-345.4269576208178,-345.4269576208178,8,6,-384.2292176434506,0
7677,2723.73,1425.2564785207305,-264.36843528690116,-434.1892176434506,6,1709.3630423791822,4.99,1522.5991271375465,14.97,3082.6799999999994,4.99,-434.1892176434506,1689.6249138076316,-434.1892176434506,2109.74,-395.3869576208177,-395.3869576208177,6,5,-434.1892176434506,0
7678,1804.18,-3066.643665005022,-901.5568705738024,-6344.509192894881,6,434.6230423791822,998.42,-3000.3434914498143,2409.98,4302.1799999999985,222.2,-2605.0545235041545,414.8849138076316,-216.97921764345062,835.0,-178.17695762081786,-6208.365237174722,5,6,-216.97921764345062,0
7679,184.0,-255.17921764345058,-255.17921764345058,-255.17921764345058,13,-216.37695762081782,184.0,-216.37695762081782,184.0,1550.73,184.0,-255.17921764345058,-255.17921764345058,-255.17921764345058,184.0,-216.37695762081782,-216.37695762081782,13,7,-255.17921764345058,0
7680,4724.45,1046.32247285665,-870.2484352869012,-14690.48968598639,18,1094.6230423791824,250.79,1121.0573814126394,390.65000000000015,4724.45,36.0,-8659.114352869012,1074.8849138076316,-365.1659583198359,1495.0,-364.3769576208178,-14162.780474349442,16,8,-403.1792176434506,0
7681,294.02,-584.3384352869012,-584.3384352869012,-584.3384352869012,8,-241.36695762081783,294.02,-506.73391524163566,294.02,1798.82,159.01,-584.3384352869012,-280.16921764345057,-280.16921764345057,159.01,-241.36695762081783,-506.73391524163566,7,5,-280.16921764345057,0
7682,1912.52,1034.1615647130986,1034.1615647130986,1428.1207823565494,5,1466.923042379182,1867.3,1111.7660847583645,1867.3,1944.49,1867.3,1428.1207823565494,1428.1207823565494,1428.1207823565494,1867.3,1466.923042379182,1466.923042379182,6,3,1428.1207823565494,0
7683,155.39,-283.7892176434506,-283.7892176434506,-283.7892176434506,6,-244.98695762081783,155.39,-244.98695762081783,155.39,334.39,155.39,-283.7892176434506,-283.7892176434506,-283.7892176434506,155.39,-244.98695762081783,-244.98695762081783,6,3,-283.7892176434506,0
7684,298.71,-140.46921764345063,-140.46921764345063,-668.4743936067372,4,-101.66695762081787,594.74,-101.66695762081787,594.74,298.71,298.71,-371.64843528690125,-140.46921764345063,-140.46921764345063,298.71,-101.66695762081787,-606.3908728624535,4,1,-140.46921764345063,0
7685,89.62,-1173.5943936067372,-798.9484352869013,-770.3743038358191,12,-355.91695762081787,88.92,-1111.5108728624537,88.92,89.62,44.46,-394.7192176434505,-374.64595831983587,-375.6550861923684,44.46,-355.91695762081787,-711.8339152416357,12,5,-394.7192176434505,0
7686,417.3,-406.7351759632865,-238.37921764345057,-793.5502621556549,10,-183.87695762081782,450.6,-383.4539152416357,465.8,953.1,200.8,-238.37921764345057,-168.3559583198359,-238.37921764345057,216.5,-199.57695762081784,-750.5308728624536,7,6,-238.37921764345057,0
7687,18.82,-2014.1063102464086,-870.9384352869013,-15126.048903629839,8,-396.5769576208177,254.41,-1983.064788104089,394.27000000000015,32.82,36.0,-9094.673570512465,-381.0559583198359,-365.1659583198359,3.8,-364.3769576208178,-14559.537431970257,5,5,-403.1792176434506,0
7688,1538.89,714.8548240367136,-46.43921764345061,-1149.5338662487434,9,745.7730423791822,1829.4,738.1360847583644,3486.11,1538.89,568.06,-284.73843528690117,761.2940416801642,147.94491380763156,1146.15,167.6830423791821,-973.238703345725,7,2,-46.43921764345061,0
7689,1505.98,226.57060997181264,-174.3892176434506,-174.3892176434506,6,739.6230423791823,264.79,304.8491271375465,264.79,1654.98,264.79,-174.3892176434506,719.8849138076317,-174.3892176434506,1140.0,-135.58695762081786,-135.58695762081786,7,4,-174.3892176434506,0
7690,2217.5,1358.205696164181,78.32078235654939,1358.205696164181,3,1299.6230423791824,2217.5,1416.7460847583645,2217.5,2287.49,1700.0,78.32078235654939,1279.8849138076316,1279.8849138076316,1700.0,1299.6230423791824,1416.7460847583645,3,2,78.32078235654939,0
7691,88.42,-350.7592176434506,-350.7592176434506,-350.7592176434506,1,-311.9569576208178,88.42,-311.9569576208178,88.42,88.42,88.42,-350.7592176434506,-350.7592176434506,-350.7592176434506,88.42,-311.9569576208178,-311.9569576208178,1,1,-350.7592176434506,0
7692,26.37,-412.8092176434506,-412.8092176434506,-412.8092176434506,2,-374.00695762081773,26.37,-374.00695762081773,26.37,176.26,26.37,-412.8092176434506,-412.8092176434506,-412.8092176434506,26.37,-374.00695762081773,-374.00695762081773,1,2,-412.8092176434506,0
7693,132.0,-307.1792176434506,-307.1792176434506,-2242.7546486052925,7,-268.37695762081785,297.0,-268.37695762081785,436.5,667.0,132.0,-307.1792176434506,-307.1792176434506,-307.1792176434506,132.0,-268.37695762081785,-2105.261745724907,8,4,-307.1792176434506,0
7694,1762.01,97.74465165197664,-269.17921764345056,-269.17921764345056,15,1036.9230423791819,170.0,160.5021695167286,170.0,6461.380000000001,170.0,-269.17921764345056,1052.444041680164,-269.17921764345056,1437.3,-230.37695762081782,-230.37695762081782,14,10,-269.17921764345056,0
7695,50462.63,38330.7466247153,-427.2492176434506,-427.2492176434506,10,1696.0730423791822,11.93,38851.698228996276,16.92,50767.44999999999,11.93,-427.2492176434506,1676.3349138076314,-427.2492176434506,2096.45,-388.4469576208177,-388.4469576208177,10,8,-427.2492176434506,0
7696,680.52,-143.51517596328654,4.340782356549369,4.340782356549369,7,43.14304237918213,443.52,-120.23391524163573,443.52,2923.52,443.52,4.340782356549369,4.340782356549369,4.340782356549369,443.52,43.14304237918213,43.14304237918213,8,5,4.340782356549369,0
7697,7570.4,3350.1850066252337,-286.1792176434506,-286.1792176434506,10,1698.4230423791823,153.0,3566.630423791821,153.0,7731.4,153.0,-286.1792176434506,1678.6849138076318,-286.1792176434506,2098.8,-247.37695762081782,-247.37695762081782,8,7,-286.1792176434506,0
7698,86.0,-353.1792176434506,-353.1792176434506,-353.1792176434506,22,-314.3769576208178,86.0,-314.3769576208178,86.0,151.0,86.0,-353.1792176434506,-353.1792176434506,-353.1792176434506,86.0,-314.3769576208178,-314.3769576208178,22,4,-353.1792176434506,0
7699,50753.64,38182.57740707185,-575.4184352869013,-148.16921764345062,11,1696.0730423791822,291.01,38742.33127137546,291.01,51058.45999999999,291.01,-148.16921764345062,1676.3349138076314,-148.16921764345062,2096.45,-109.36695762081786,-109.36695762081786,11,9,-148.16921764345062,0
7700,4128.280000000002,2425.886388749813,1317.8623470696482,1741.6415647130991,9,2099.623042379182,2620.0,2526.7721695167293,2620.0,5538.71,2500.0,1741.6415647130991,2060.8207823565494,2060.8207823565494,2500.0,2099.623042379182,1819.2460847583645,10,6,2060.8207823565494,0
7701,50848.04,37837.798189428395,-920.197652930352,-344.77921764345064,12,1696.0730423791822,94.4,38436.35431375464,94.4,51152.85999999999,94.4,-344.77921764345064,1676.3349138076314,-344.77921764345064,2096.45,-305.97695762081787,-305.97695762081787,12,10,-344.77921764345064,0
7702,128.04,-311.13921764345065,-311.13921764345065,-311.13921764345065,12,-272.3369576208179,128.04,-272.3369576208179,128.04,177.39,128.04,-311.13921764345065,-311.13921764345065,-311.13921764345065,128.04,-272.3369576208179,-272.3369576208179,11,5,-311.13921764345065,0
7703,339.94,-99.23921764345062,-99.23921764345062,1538.8756961641811,1,-60.43695762081785,2398.17,-60.43695762081785,3581.82,339.94,2058.23,-99.23921764345062,-99.23921764345062,1638.1149138076316,339.94,1657.8530423791822,1597.4160847583646,1,1,-99.23921764345062,0
7704,2322.98,-2987.022882648473,-821.9360882172533,-6264.888410538332,6,434.6230423791822,1517.22,-2881.9204490706325,2928.78,4820.98,518.8,-2525.433741147605,414.8849138076316,79.62078235654934,835.0,118.42304237918209,-6089.94219479554,5,6,79.62078235654934,0
7705,214.2,-224.97921764345062,-224.97921764345062,-534.724303835819,4,-186.17695762081783,324.57,-186.17695762081783,324.57,471.01,214.2,-224.97921764345062,-224.97921764345062,-224.97921764345062,214.2,-186.17695762081783,-476.18391524163565,4,3,-224.97921764345062,0
7706,110.86,-328.3192176434506,-328.3192176434506,-807.9768705738023,8,-289.5169576208178,948.74,-289.5169576208178,948.74,189.9,782.0,-807.9768705738023,-328.3192176434506,342.8207823565494,110.86,381.6230423791822,-652.7678304832713,8,7,342.8207823565494,0
7707,2195.2,1756.0207823565495,1756.0207823565495,1009.3188657168774,6,1794.8230423791822,2218.21,1794.8230423791822,7796.079999999999,2565.2,2195.2,1756.0207823565495,1756.0207823565495,1756.0207823565495,2195.2,1794.8230423791822,1017.0791271375464,6,3,1756.0207823565495,0
7708,4258.73,2155.285434008526,1788.3615647130987,5629.559737844344,15,2096.343042379182,6873.709999999999,2256.845211895911,9369.24,8958.1,2496.72,2057.540782356549,2057.540782356549,2057.540782356549,2496.72,2096.343042379182,5672.5791271375465,14,10,2057.540782356549,0
7709,144.77,-1611.9468705738022,-1611.9468705738022,-1525.3994797991056,4,-341.2369576208178,157.92999999999995,-1456.7378304832714,157.92999999999995,144.77,91.02,-821.4384352869013,-380.0392176434506,-329.0950861923684,59.14,-309.35695762081787,-1443.577830483271,2,3,-409.1992176434506,0
7710,1896.95,652.7997378443451,1093.3307823565494,1093.3307823565494,6,1132.133042379182,1532.51,695.8191271375465,1532.51,1896.95,1532.51,1093.3307823565494,1093.3307823565494,1093.3307823565494,1532.51,1132.133042379182,1132.133042379182,6,3,1093.3307823565494,0
7711,1184.58,-498.74947979910553,-310.85843528690117,-307.6792176434506,17,208.2030423791822,131.5,-416.9278304832714,131.5,2292.74,131.5,-307.6792176434506,223.7240416801641,-307.6792176434506,608.58,-268.87695762081785,-268.87695762081785,16,9,-307.6792176434506,0
7712,1406.81,-1081.4905243113099,-169.61843528690122,-745.494303835819,34,235.62304237918212,113.8,-995.451745724907,179.73000000000005,2891.22,72.74,-366.4392176434506,196.82078235654942,-366.4392176434506,636.0,-327.6369576208178,-686.9539152416357,28,20,-366.4392176434506,0
7713,1621.16,-482.28456599147387,-225.59843528690124,-1083.6695695700237,5,178.12304237918218,1003.58,-380.72478810408927,1025.58,1621.16,341.0,-647.9576529303517,158.38491380763162,-98.17921764345058,578.5,-59.376957620817855,-998.3047881040892,5,5,-98.17921764345058,0
7714,2983.95,1704.5406099718127,254.82078235654942,131.7704304299763,4,1869.6230423791824,2219.02,1782.8191271375463,5294.02,2983.95,797.3,-202.53765293035184,1849.884913807632,412.44404168016405,2270.0,396.9230423791821,217.13521189591077,4,4,254.82078235654942,0
7715,3503.41,575.9302580452397,543.3623470696483,1071.1048240367136,25,1417.7830423791822,1895.14,700.771296654275,1895.14,4347.3600000000015,1818.16,1378.9807823565493,1378.9807823565493,1378.9807823565493,1818.16,1417.7830423791822,1094.3860847583644,21,12,1378.9807823565493,0
